d,h,hdo,den,num,dhdo,loghdo
25,14.1,21,922,0.211763213,525,3.044522438
21.1,10.9,19.6,789,0.888649425,413.56,2.975529566
8.5,7.5,17.2,1778,0.915848597,146.2,2.844909384
18.4,8.4,15.4,1033,0.52387879,283.36,2.734367509
3,4.5,15,1956,0.466872533,45,2.708050201
23.3,16.7,20.5,722,0.470580621,477.65,3.020424886
37.2,11.7,9.7,1644,0.818618239,360.84,2.272125886
27.7,12.1,16.2,1478,0.592643343,448.74,2.785011242
3.3,4.5,9.7,1644,0.452321855,32.01,2.272125886
20.2,14.4,20.1,733,0.605040906,406.02,3.000719815
16.7,17.2,19.6,789,0.558757664,327.32,2.975529566
18,13.5,14.9,1222,0.481566045,268.2,2.701361213
14.5,11.1,17.1,1411,0.10929851,247.95,2.839078464
11.5,12.6,14.1,2200,0.836218912,162.15,2.646174797
3.1,4.6,9.7,1644,0.314307855,30.07,2.272125886
21.8,16.5,18.7,844,0.120073292,407.66,2.928523524
8.5,4.7,21,922,0.799052958,178.5,3.044522438
9.6,9.8,20.3,800,0.42730098,194.88,3.010620886
10.5,7.3,13,1511,0.691128261,136.5,2.564949357
8.5,9.7,17.1,1411,0.636658445,145.35,2.839078464
7.3,7.4,16.7,1067,0.211115686,121.91,2.815408719
19.3,11.6,14.6,789,0.3745717,281.78,2.681021529
17.5,10.4,13,1511,0.464955318,227.5,2.564949357
22.6,13.4,16.9,1733,0.736408661,381.94,2.827313622
24.2,12.6,18.7,844,0.438355208,452.54,2.928523524
24.5,12.3,17.1,1411,0.474656155,418.95,2.839078464
5.2,5.1,11.8,1600,0.847920541,61.36,2.468099531
7.8,8.1,16.7,1067,0.224308568,130.26,2.815408719
22.7,9.5,22.8,956,0.047863475,517.56,3.126760536
12.8,12.3,16.6,1656,0.45406893,212.48,2.809402695
25,15.4,18.1,556,0.29479638,452.5,2.895911938
15.6,11.2,15.4,967,0.751910852,240.24,2.734367509
6.1,7.2,16.4,1844,0.628148081,100.04,2.797281335
20.1,11.8,18.7,844,0.475441077,375.87,2.928523524
13.2,7.2,18.7,844,0.150050401,246.84,2.928523524
6.3,5.7,16.5,589,0.241270495,103.95,2.803360381
10.8,15.9,17.2,1778,0.499339301,185.76,2.844909384
2.8,4.9,9.7,1644,0.814837277,27.16,2.272125886
23.9,10.2,15.7,656,0.02744898,375.23,2.753660712
13.1,10.8,15,1956,0.242991928,196.5,2.708050201
15.1,8.6,15.1,489,0.164243318,228.01,2.714694744
10.5,12.6,14.1,2200,0.252419031,148.05,2.646174797
11.6,13.4,14.1,2200,0.520923301,163.56,2.646174797
16.7,12.1,15.4,1033,0.917594714,257.18,2.734367509
17.1,13.1,17.7,644,0.410615025,302.67,2.87356464
11.1,9.7,21,922,0.875593832,233.1,3.044522438
17.9,8.8,16.5,589,0.881373816,295.35,2.803360381
15.7,11,16.9,1733,0.984379236,265.33,2.827313622
8.3,4.2,20.5,722,0.068943694,170.15,3.020424886
18.8,14.7,20.3,800,0.763936137,381.64,3.010620886
12.8,12.9,17.1,1411,0.512451623,218.88,2.839078464
18.4,10.2,15,1956,0.939577768,276,2.708050201
5.9,3.7,15.7,656,0.101169552,92.63,2.753660712
21.1,15.6,16.4,1844,0.247764486,346.04,2.797281335
12.2,12.4,14.1,2200,0.321492663,172.02,2.646174797
14.1,15.9,16.4,1844,0.54408547,231.24,2.797281335
3.9,4.5,14.9,1222,0.714006537,58.11,2.701361213
9.6,12,12.9,633,0.064021893,123.84,2.557227311
25.8,15.2,21,922,0.163882704,541.8,3.044522438
10.7,7.4,15,1956,0.264175783,160.5,2.708050201
41.4,17,20.1,733,0.073490292,832.14,3.000719815
19.5,13.8,17.1,1411,0.850182981,333.45,2.839078464
13.2,12.4,17.2,1778,0.383004856,227.04,2.844909384
8.4,10.6,19.6,789,0.975604374,164.64,2.975529566
11.2,9.2,13,1511,0.419335862,145.6,2.564949357
12.6,8.9,20.1,733,0.409314799,253.26,3.000719815
27.2,13.3,16.7,1067,0.290459642,454.24,2.815408719
28.8,16.1,17.1,1411,0.053529334,492.48,2.839078464
6.3,5.7,16.4,1844,0.009151612,103.32,2.797281335
9.9,7,16.6,1467,0.055594547,164.34,2.809402695
11.2,9.1,17.7,644,0.891215665,198.24,2.87356464
11.5,13.2,16.9,1733,0.470496371,194.35,2.827313622
31.4,13.4,16.2,1478,0.556437279,508.68,2.785011242
16.2,10.3,15.4,1033,0.226479501,249.48,2.734367509
16.4,8.7,16.4,1844,0.012700401,268.96,2.797281335
4.1,4,16.2,1478,0.056666056,66.42,2.785011242
24.4,12.1,15.7,656,0.770051552,383.08,2.753660712
8.9,10.9,14.1,2200,0.391885094,125.49,2.646174797
3.6,3.4,9.7,1644,0.740797801,34.92,2.272125886
21.5,8.8,18.1,556,0.743376739,389.15,2.895911938
12,8.9,20.3,800,0.445421397,243.6,3.010620886
5,3.5,14.9,1222,0.46409928,74.5,2.701361213
5.9,6.8,15,1956,0.179394673,88.5,2.708050201
3.4,2.9,13,1511,0.090927526,44.2,2.564949357
9.5,14.7,17.2,1778,0.075962669,163.4,2.844909384
15.9,15.8,17.2,1778,0.821208774,273.48,2.844909384
6.4,4.8,11.8,1600,0.377505411,75.52,2.468099531
15.6,11.7,21,922,0.044284501,327.6,3.044522438
16.1,11.6,16.9,1733,0.255572942,272.09,2.827313622
4.5,4.8,9.7,1644,0.187731315,43.65,2.272125886
27.7,15.8,15.1,489,0.624191979,418.27,2.714694744
5.8,6.9,16.7,1067,0.476245571,96.86,2.815408719
8.1,6.8,16.4,1844,0.018396982,132.84,2.797281335
28.5,15.3,15.7,1022,0.089351718,447.45,2.753660712
6.9,8.2,13.2,2122,0.641745448,91.08,2.58021683
16.2,10,19.6,789,0.42269756,317.52,2.975529566
11.3,16.2,17.2,1778,0.155272194,194.36,2.844909384
5.2,6.5,11.8,1600,0.198212493,61.36,2.468099531
21.9,12.9,17.1,1411,0.897487518,374.49,2.839078464
4.5,3.2,15,1956,0.455375682,67.5,2.708050201
12.8,12,18.7,844,0.059160247,239.36,2.928523524
25.5,12.5,18.7,844,0.305679573,476.85,2.928523524
24.3,13.3,16.7,1067,0.925982662,405.81,2.815408719
21.4,10.4,12.9,633,0.161978981,276.06,2.557227311
17.8,11.2,12.9,633,0.832262339,229.62,2.557227311
16.9,12.3,15.7,1022,0.122338,265.33,2.753660712
8.1,8.8,16.9,1733,0.181422362,136.89,2.827313622
10.5,8.3,16.4,1844,0.141222464,172.2,2.797281335
11.6,6.7,16.9,1733,0.92582854,196.04,2.827313622
14,13.4,16.6,1656,0.684349294,232.4,2.809402695
10.3,8.3,15,1956,0.233230152,154.5,2.708050201
17.9,9.9,15.4,1033,0.303298257,275.66,2.734367509
10,13.5,16.9,1733,0.472762191,169,2.827313622
16.2,13.1,17.1,1411,0.610322635,277.02,2.839078464
2.8,4.4,15,1956,0.578256021,42,2.708050201
10.7,11.3,15.1,1067,0.516299546,161.57,2.714694744
11.2,17.6,20.5,722,0.210638119,229.6,3.020424886
3.5,3.6,16.2,1478,0.911295939,56.7,2.785011242
6.7,8.3,16.4,1844,0.082912984,109.88,2.797281335
24.3,13.8,19.6,789,0.539437768,476.28,2.975529566
4.8,4.8,9.7,1644,0.707889476,46.56,2.272125886
22.7,20,21,922,0.456908769,476.7,3.044522438
7.4,9,17.1,1411,0.108485799,126.54,2.839078464
24,11.8,20.1,733,0.391776336,482.4,3.000719815
13.4,11.1,16.6,1656,0.042449908,222.44,2.809402695
3.5,4.6,11.8,1600,0.867095896,41.3,2.468099531
6.5,5.7,15,1956,0.908874657,97.5,2.708050201
2.9,3.1,15,1956,0.74923867,43.5,2.708050201
25.6,15.7,16.5,589,0.714157419,422.4,2.803360381
4.4,3.9,11.8,1600,0.359110423,51.92,2.468099531
20.9,11.2,13,1511,0.961408845,271.7,2.564949357
14,10.1,20.3,800,0.235399261,284.2,3.010620886
19.4,11.1,17.2,1778,0.491688943,333.68,2.844909384
10.9,10.7,17.2,1778,0.9169449,187.48,2.844909384
15.4,13.5,16.9,1733,0.502597977,260.26,2.827313622
10.5,9.8,17.1,1411,0.689189756,179.55,2.839078464
8.9,12.6,14.1,2200,0.247270848,125.49,2.646174797
17.8,8.2,22.8,956,0.392699482,405.84,3.126760536
17.2,11.6,14.9,1222,0.479386866,256.28,2.701361213
24.8,16.7,18.7,844,0.213290184,463.76,2.928523524
20.2,12.8,17.7,644,0.59071465,357.54,2.87356464
17.5,16.5,17.2,1778,0.787046966,301,2.844909384
17.3,18.2,17.2,1778,0.223482188,297.56,2.844909384
12,9,15.8,1522,0.694579916,189.6,2.76000994
15,9.5,17.1,1411,0.801368509,256.5,2.839078464
2.9,3,9.7,1644,0.183312275,28.13,2.272125886
20.8,14.6,21,922,0.300164335,436.8,3.044522438
12.7,9.5,16.9,1733,0.656333157,214.63,2.827313622
5,4.2,9.7,1644,0.174171409,48.5,2.272125886
4.6,4.7,16.2,1478,0.301552739,74.52,2.785011242
24.5,14.4,21,922,0.107134386,514.5,3.044522438
11.5,10.5,15.7,1022,0.947146187,180.55,2.753660712
12.6,14.4,17.1,1411,0.447956317,215.46,2.839078464
16.5,10.7,20.1,733,0.28832065,331.65,3.000719815
15.6,12.3,17.2,1778,0.880843797,268.32,2.844909384
24.5,12.5,15.1,489,0.796807642,369.95,2.714694744
20.5,11.6,13,1511,0.653830211,266.5,2.564949357
13,15.3,16.4,1844,0.463486094,213.2,2.797281335
5.9,4.8,11.8,1600,0.037655555,69.62,2.468099531
22.5,14.4,16.4,1844,0.916855509,369,2.797281335
23.8,11.2,14.6,789,0.84286602,347.48,2.681021529
26,13.1,15.4,967,0.692903543,400.4,2.734367509
13.7,7.2,18.7,844,0.656541023,256.19,2.928523524
22.1,14.4,20.3,800,0.062996514,448.63,3.010620886
30.6,20.7,19.6,789,0.737872911,599.76,2.975529566
3.6,3.5,16.9,1733,0.782490498,60.84,2.827313622
10.1,6.5,12.9,633,0.464188664,130.29,2.557227311
6.1,5.7,16.2,1478,0.399818534,98.82,2.785011242
9.5,11.1,16.7,1067,0.211522881,158.65,2.815408719
22.1,14.1,18.7,844,0.21648002,413.27,2.928523524
7.9,6.3,20.5,722,0.759109502,161.95,3.020424886
9.2,6.7,16.2,1478,0.830016693,149.04,2.785011242
23.6,18.3,18.7,844,0.058992189,441.32,2.928523524
27.2,14.3,16.7,1067,0.830777922,454.24,2.815408719
4.4,5.2,14.1,2200,0.14667346,62.04,2.646174797
4.8,5.2,15.1,489,0.430548462,72.48,2.714694744
15.3,14.4,16.6,1467,0.267876719,253.98,2.809402695
16.1,7.1,15.4,1033,0.996516316,247.94,2.734367509
14.4,12.7,14.1,2200,0.499851339,203.04,2.646174797
14.4,8.7,15.7,1022,0.304327517,226.08,2.753660712
11.2,8.3,16.4,1844,0.092773543,183.68,2.797281335
20.9,14.8,16.7,1067,0.69822492,349.03,2.815408719
6.5,7.3,13,1511,0.488551751,84.5,2.564949357
14.2,10.6,16.9,1733,0.271284199,239.98,2.827313622
13.5,12.1,14.1,2200,0.387707286,190.35,2.646174797
3,5.2,13.2,2122,0.162063347,39.6,2.58021683
7.6,10.7,14.1,2200,0.303347092,107.16,2.646174797
16.5,6.9,13,1511,0.94108013,214.5,2.564949357
9.6,12.9,22.8,956,0.83710575,218.88,3.126760536
6.7,6.4,17.2,1778,0.943162383,115.24,2.844909384
14.2,12.8,16.4,1844,0.24799356,232.88,2.797281335
4,5.6,9.7,1644,0.131972749,38.8,2.272125886
17.1,10,12.9,633,0.851918055,220.59,2.557227311
18.2,8.9,12.9,633,0.110521609,234.78,2.557227311
13.6,13.3,16.4,1844,0.791787013,223.04,2.797281335
6,5.4,9.7,1644,0.651206202,58.2,2.272125886
18.2,15.1,20.1,733,0.061481279,365.82,3.000719815
4.3,5.7,14.9,1222,0.26888616,64.07,2.701361213
12.5,11.5,16.4,1844,0.684514049,205,2.797281335
2.7,3.9,11.8,1600,0.393378979,31.86,2.468099531
15.6,12.5,20.3,800,0.346958765,316.68,3.010620886
9.4,7.9,15.4,1033,0.751951653,144.76,2.734367509
13.3,10.8,15.7,1022,0.275772675,208.81,2.753660712
11.2,10.8,16.4,1844,0.002328412,183.68,2.797281335
6.5,8.8,17.2,1778,0.034149924,111.8,2.844909384
10.6,12.3,17.2,1778,0.236964221,182.32,2.844909384
13.3,14.7,17.2,1778,0.683236912,228.76,2.844909384
4.9,4.4,11.8,1600,0.856314614,57.82,2.468099531
10.4,6.2,13,1511,0.515263301,135.2,2.564949357
26.8,14,15.7,1022,0.800390278,420.76,2.753660712
20.5,13.6,20.3,800,0.106926079,416.15,3.010620886
3.1,2.5,15.1,489,0.987638148,46.81,2.714694744
22.7,16.8,21,922,0.418954696,476.7,3.044522438
16.1,8.1,15.7,1022,0.016830576,252.77,2.753660712
13.5,10.9,17.7,644,0.980252904,238.95,2.87356464
13,12.8,15,1956,0.551696569,195,2.708050201
9.1,12.2,14.1,2200,0.477160955,128.31,2.646174797
3.6,4.2,15.1,489,0.314733854,54.36,2.714694744
3.5,4,11.8,1600,0.783273211,41.3,2.468099531
11.8,12.8,16.9,1733,0.421552434,199.42,2.827313622
3.1,3.5,16.2,1478,0.525482886,50.22,2.785011242
14.6,9.3,13,1511,0.110147483,189.8,2.564949357
5.4,7.2,14.1,2200,0.316675827,76.14,2.646174797
7.5,6.8,14.1,2200,0.818666478,105.75,2.646174797
25.5,12.3,15.1,489,0.576675346,385.05,2.714694744
9.1,5.9,12.9,633,0.939686001,117.39,2.557227311
6.4,3.9,17.2,1778,0.44684731,110.08,2.844909384
30.6,17.9,18.7,844,0.504837422,572.22,2.928523524
27.5,13.5,18.1,556,0.402619279,497.75,2.895911938
8.5,9.2,18.7,844,0.089927589,158.95,2.928523524
25.1,12.9,15,1956,0.042151363,376.5,2.708050201
9.6,12.7,14.1,2200,0.43360546,135.36,2.646174797
13.4,17.6,18.7,844,0.953007322,250.58,2.928523524
12.2,9.8,16.9,1733,0.142618966,206.18,2.827313622
5.7,12,17.7,644,0.920756219,100.89,2.87356464
4.2,9.9,15,1956,0.086537602,63,2.708050201
6.4,5.6,11.8,1600,0.331274502,75.52,2.468099531
22.2,11.1,16.5,589,0.056692543,366.3,2.803360381
6.8,8.1,13.2,2122,0.829269942,89.76,2.58021683
13.1,13.2,15.7,656,0.845449209,205.67,2.753660712
15,11.4,21.2,967,0.914522098,318,3.054001182
16.1,13.5,20.3,800,0.873069075,326.83,3.010620886
15.3,13.8,17.1,1411,0.011135131,261.63,2.839078464
7.2,8.1,16.6,1656,0.615428792,119.52,2.809402695
16.6,13.1,20.5,722,0.574414485,340.3,3.020424886
10.2,5.2,12.9,633,0.437162153,131.58,2.557227311
8.6,11,14.1,2200,0.525814528,121.26,2.646174797
14.9,11.4,14.9,1222,0.817517761,222.01,2.701361213
21.8,8.4,15,1956,0.444523464,327,2.708050201
3.2,3.5,16.2,1478,0.130693014,51.84,2.785011242
4,5.3,9.7,1644,0.786883311,38.8,2.272125886
18.1,13.1,16.7,1067,0.384782568,302.27,2.815408719
23.4,13.8,22.8,956,0.791526121,533.52,3.126760536
5.2,7.2,17.2,1778,0.21980668,89.44,2.844909384
4,5.3,9.7,1644,0.434493563,38.8,2.272125886
22.3,16,18.1,556,0.204140211,403.63,2.895911938
14.1,11.8,17.7,644,0.149604256,249.57,2.87356464
10.9,9.4,16.7,1067,0.415193401,182.03,2.815408719
5.6,3.4,9.7,1644,0.920217299,54.32,2.272125886
18.1,15.6,21,922,0.244181836,380.1,3.044522438
13.5,8.9,16.9,1733,0.032625003,228.15,2.827313622
12.1,13.8,16.6,1656,0.469666086,200.86,2.809402695
22.3,15.5,16.7,1067,0.791099077,372.41,2.815408719
11.7,8.3,13,1511,0.306455247,152.1,2.564949357
17.3,10,14.9,1222,0.441597043,257.77,2.701361213
8.2,5.5,15,1956,0.263854105,123,2.708050201
7.2,3.6,9.7,1644,0.038079243,69.84,2.272125886
12.4,10.4,14.1,2200,0.144117099,174.84,2.646174797
18.3,13.2,22.8,956,0.310939922,417.24,3.126760536
8.9,6,15.4,1033,0.56313719,137.06,2.734367509
6.9,5.6,9.7,1644,0.930915323,66.93,2.272125886
9.8,7.9,16.7,1067,0.212834872,163.66,2.815408719
8.9,7.1,13,1511,0.126833097,115.7,2.564949357
3.1,2.2,15.4,1033,0.79489749,47.74,2.734367509
12,10.8,17.1,1411,0.20534519,205.2,2.839078464
17,11.1,22.8,956,0.475057225,387.6,3.126760536
13.1,12.4,17.1,1411,0.575874384,224.01,2.839078464
15.1,12.4,18.7,844,0.990633003,282.37,2.928523524
13.5,12.4,17.2,1778,0.238023765,232.2,2.844909384
15,10.6,16.5,589,0.868026191,247.5,2.803360381
6.5,6.4,16.2,1478,0.853241797,105.3,2.785011242
23.4,12,16.2,1478,0.625043955,379.08,2.785011242
3.8,3.7,11.8,1600,0.693930608,44.84,2.468099531
10.7,9.7,17.1,1411,0.083561504,182.97,2.839078464
9.3,7,17.7,644,0.015362411,164.61,2.87356464
5.5,4.6,11.8,1600,0.181109251,64.9,2.468099531
9.2,8.9,16.4,1844,0.914604698,150.88,2.797281335
14.7,9.9,13,1511,0.364654283,191.1,2.564949357
3.6,4.2,9.7,1644,0.883717171,34.92,2.272125886
15.4,12.6,15.7,656,0.765409118,241.78,2.753660712
16.2,16.6,15.7,656,0.320169818,254.34,2.753660712
10.3,12.3,17.2,1778,0.278169072,177.16,2.844909384
14.5,15.1,20.3,800,0.939198551,294.35,3.010620886
11.6,11.5,16.6,1656,0.973882471,192.56,2.809402695
7.2,9.7,15.4,1033,0.305595635,110.88,2.734367509
19.5,10.9,15.7,656,0.566337142,306.15,2.753660712
5.6,9.5,17.1,1411,0.787893576,95.76,2.839078464
12,13.5,16.6,1656,0.259301879,199.2,2.809402695
7.9,13.1,14.1,2200,0.458533993,111.39,2.646174797
32.5,10.8,15.4,1033,0.821932703,500.5,2.734367509
26.9,12.4,20.1,733,0.632607198,540.69,3.000719815
14.8,14.2,21.2,967,0.822722168,313.76,3.054001182
14,11.1,15,1956,0.960234051,210,2.708050201
15.7,12.4,15.4,967,0.072008037,241.78,2.734367509
11.4,5.9,9.7,1644,0.205758796,110.58,2.272125886
14.5,13.4,16.4,1844,0.448077724,237.8,2.797281335
7,13.5,15.4,1033,0.287090545,107.8,2.734367509
20.8,14.7,18.7,844,0.345685111,388.96,2.928523524
14.4,13.2,14.1,2200,0.733715964,203.04,2.646174797
14.2,14,17.2,1778,0.41035231,244.24,2.844909384
11.6,9.1,10.1,1522,0.331747902,117.16,2.312535424
3,4.2,11.8,1600,0.095982461,35.4,2.468099531
15.8,13.7,17.2,1778,0.092815683,271.76,2.844909384
3.5,3.3,12.9,633,0.927442548,45.15,2.557227311
13.6,12.7,17.1,1411,0.662887815,232.56,2.839078464
26,13.9,15,1956,0.028332446,390,2.708050201
21.9,17.2,18.7,844,0.857668099,409.53,2.928523524
9.7,10.5,14.1,2200,0.008599281,136.77,2.646174797
13,13.8,18.7,844,0.795825565,243.1,2.928523524
15.6,13.6,16.9,1733,0.512231333,263.64,2.827313622
3.7,3.8,16.2,1478,0.625065184,59.94,2.785011242
11.7,16,17.2,1778,0.837904424,201.24,2.844909384
19.4,16.7,20.5,722,0.61500403,397.7,3.020424886
12.3,7.2,14.6,789,0.241364688,179.58,2.681021529
21.2,11.1,19.6,789,0.216271561,415.52,2.975529566
15.4,7.3,15.4,1033,0.468456944,237.16,2.734367509
10.8,11.7,20.5,722,0.129833871,221.4,3.020424886
15.7,9.8,12.9,633,0.005973315,202.53,2.557227311
24.7,11.9,15.7,1022,0.78692061,387.79,2.753660712
3.6,5.1,15,1956,0.884997485,54,2.708050201
4.7,4.2,13,1511,0.856440087,61.1,2.564949357
18.8,13.7,16.4,1844,0.659787268,308.32,2.797281335
15.8,10.9,17.1,1411,0.015337723,270.18,2.839078464
27.6,16,21,922,0.904588593,579.6,3.044522438
12.9,9.1,12.9,633,0.370514784,166.41,2.557227311
10.8,10.2,16.4,1844,0.256747637,177.12,2.797281335
16.4,14.5,15.4,967,0.225535566,252.56,2.734367509
23.4,12,16.7,1067,0.998152791,390.78,2.815408719
24,14.7,18.1,556,0.931365497,434.4,2.895911938
13.9,15.6,18.1,556,0.555461829,251.59,2.895911938
7.1,8.5,17.1,1411,0.244228768,121.41,2.839078464
3.2,3.9,16.2,1478,0.041490103,51.84,2.785011242
16.5,11.8,13,1511,0.080532193,214.5,2.564949357
16.8,13.2,15,1956,0.438934926,252,2.708050201
23.4,13.4,15.1,489,0.481988622,353.34,2.714694744
5.2,5.3,9.7,1644,0.73479747,50.44,2.272125886
9.5,6.6,16.6,1467,0.537874137,157.7,2.809402695
3,3.5,15,1956,0.563227696,45,2.708050201
19.7,9.8,12.9,633,0.195451471,254.13,2.557227311
19.7,15.3,21,922,0.248607994,413.7,3.044522438
16.7,15.6,16.4,1844,0.546461072,273.88,2.797281335
10.6,7.3,16.9,1733,0.464963825,179.14,2.827313622
3.5,5.4,15,1956,0.1262672,52.5,2.708050201
10.9,12.6,14.1,2200,0.108140154,153.69,2.646174797
18.8,16,16.9,1733,0.673802614,317.72,2.827313622
20.4,14.8,18.7,844,0.705514489,381.48,2.928523524
15.8,11,18.1,556,0.824624895,285.98,2.895911938
24.1,14.2,15.4,967,0.764618588,371.14,2.734367509
16.2,22.6,20.3,800,0.948160876,328.86,3.010620886
11.6,8.7,13,1511,0.107706959,150.8,2.564949357
9.4,10.9,16.9,1733,0.924839244,158.86,2.827313622
13.6,12.2,15,1956,0.862013649,204,2.708050201
3.9,4.4,11.8,1600,0.730667986,46.02,2.468099531
9.8,8.8,15.7,656,0.66139268,153.86,2.753660712
7.5,8.6,16.4,1844,0.128092342,123,2.797281335
9.8,8.8,15.1,1067,0.310615588,147.98,2.714694744
17.5,8.5,16.4,1844,0.130607333,287,2.797281335
16.5,12.3,17.2,1778,0.948996488,283.8,2.844909384
8.2,7.1,16.6,1467,0.712302374,136.12,2.809402695
14.5,12.8,17.1,1411,0.701867199,247.95,2.839078464
15.4,13.4,16.7,1067,0.541465765,257.18,2.815408719
9.1,7.5,16.4,1844,0.767345122,149.24,2.797281335
5,4.7,17.1,1411,0.918571481,85.5,2.839078464
4.3,4.8,11.8,1600,0.692477849,50.74,2.468099531
10.6,10.4,14.1,2200,0.404412367,149.46,2.646174797
15.3,14,20.3,800,0.96521541,310.59,3.010620886
3.8,2.8,14.9,1222,0.812638558,56.62,2.701361213
21,15.5,16.4,1844,0.514436949,344.4,2.797281335
10.5,8.9,15.7,1022,0.617860669,164.85,2.753660712
6,4.4,15.7,1022,0.925767908,94.2,2.753660712
15.9,11.2,22.8,956,0.739547213,362.52,3.126760536
11.1,5.6,15,1956,0.977525107,166.5,2.708050201
3.7,7,14.1,2200,0.386654047,52.17,2.646174797
7,7.3,16.7,1067,0.096823113,116.9,2.815408719
25.8,13.3,19.6,789,0.555790832,505.68,2.975529566
4.5,5.8,16.2,1478,0.978891625,72.9,2.785011242
20.9,11.7,17.7,644,0.762908922,369.93,2.87356464
3.2,4.9,9.7,1644,0.790964371,31.04,2.272125886
12.4,11.9,14.1,2200,0.757267415,174.84,2.646174797
23,13.8,15.4,967,0.481755052,354.2,2.734367509
26.2,9.6,22.8,956,0.248012608,597.36,3.126760536
24.4,11.3,15.4,1033,0.98506754,375.76,2.734367509
3.5,4.1,11.8,1600,0.731753113,41.3,2.468099531
26.5,15.7,16.2,1478,0.369008781,429.3,2.785011242
3.5,4.6,13,1511,0.126264159,45.5,2.564949357
7.6,9,14.1,2200,0.078364709,107.16,2.646174797
9.6,10.3,17.7,644,0.826364284,169.92,2.87356464
9,15.6,17.2,1778,0.97505769,154.8,2.844909384
14.7,6.6,22.8,956,0.079106064,335.16,3.126760536
5.6,3.8,13,1511,0.745921504,72.8,2.564949357
12.6,13.3,14.1,2200,0.343893276,177.66,2.646174797
10.6,8.2,13,1511,0.201239861,137.8,2.564949357
5.2,7,13.2,2122,0.691116744,68.64,2.58021683
14.3,13.9,17.7,644,0.339464058,253.11,2.87356464
9.6,9,16.4,1844,0.267887584,157.44,2.797281335
8,8,17.1,1411,0.534303532,136.8,2.839078464
26.5,13.5,20.1,733,0.515219204,532.65,3.000719815
6.2,7.7,16.9,1733,0.523254589,104.78,2.827313622
3.7,4.1,9.7,1644,0.471321589,35.89,2.272125886
5.2,9.6,15,1956,0.562319711,78,2.708050201
22.2,15.6,15.4,1033,0.139395554,341.88,2.734367509
23.2,13.3,19.6,789,0.498768156,454.72,2.975529566
9.5,9.6,15,1956,0.841467896,142.5,2.708050201
23.1,14.4,20.5,722,0.682107423,473.55,3.020424886
4.4,8.6,14.1,2200,0.903592641,62.04,2.646174797
19.4,14.9,17.1,1411,0.619758115,331.74,2.839078464
22.8,11.1,15.4,967,0.22757101,351.12,2.734367509
13.2,20.7,22.8,956,0.896231332,300.96,3.126760536
23.1,17.8,21,922,0.413826702,485.1,3.044522438
4.1,3.7,9.7,1644,0.465199905,39.77,2.272125886
8.9,6.4,13,1511,0.795300672,115.7,2.564949357
15.5,9.5,16.4,1844,0.100078515,254.2,2.797281335
11.6,8.8,16.4,1844,0.096689841,190.24,2.797281335
12.8,9.3,14.9,1222,0.59870037,190.72,2.701361213
9.8,10.5,16.6,1467,0.256328722,162.68,2.809402695
3.8,4,10.1,1522,0.381939083,38.38,2.312535424
3.8,4.7,16.2,1478,0.357264924,61.56,2.785011242
10,13.1,14.1,2200,0.465448668,141,2.646174797
10,11.9,17.7,644,0.770404379,177,2.87356464
26.3,14.9,15.7,1022,0.968505516,412.91,2.753660712
28.9,10.4,19.6,789,0.043770304,566.44,2.975529566
22.1,8.6,16.4,1844,0.687439344,362.44,2.797281335
3.2,3.7,10.1,1522,0.248170672,32.32,2.312535424
7.9,12.3,14.1,2200,0.519196681,111.39,2.646174797
11.7,10.6,15.1,1067,0.738078593,176.67,2.714694744
3,4.1,11.8,1600,0.460523882,35.4,2.468099531
7.6,7.9,14.1,2200,0.595231821,107.16,2.646174797
22.7,14.9,16.7,1067,0.375713571,379.09,2.815408719
9.9,8.9,20.1,733,0.835895303,198.99,3.000719815
17.1,12.2,16.5,589,0.367822737,282.15,2.803360381
4.4,3.8,12.9,633,0.9205017,56.76,2.557227311
12.3,8.9,13,1511,0.993794077,159.9,2.564949357
16.6,10.3,16.4,1844,0.947169439,272.24,2.797281335
7.5,5,13,1511,0.729591126,97.5,2.564949357
14.8,8.2,15.7,1022,0.705010867,232.36,2.753660712
8.2,14.3,14.1,2200,0.691498046,115.62,2.646174797
10.1,11.3,15.8,1522,0.716086936,159.58,2.76000994
5.1,3.8,16.9,1733,0.814084059,86.19,2.827313622
5.7,6.3,15.8,1522,0.012561642,90.06,2.76000994
24,9,19.6,789,0.738087598,470.4,2.975529566
23.3,11.9,19.6,789,0.144789265,456.68,2.975529566
4.7,8.4,13.2,2122,0.354350267,62.04,2.58021683
2.8,4.5,11.8,1600,0.889410337,33.04,2.468099531
28,15.4,21,922,0.685240305,588,3.044522438
8.7,5.6,16.6,1467,0.716573652,144.42,2.809402695
14.7,10.2,18.1,556,0.82670978,266.07,2.895911938
21.4,14.3,14.9,1222,0.116880544,318.86,2.701361213
25.5,11.9,17.7,644,0.072143631,451.35,2.87356464
12.3,15,17.2,1778,0.871829624,211.56,2.844909384
17.5,8.4,16.7,1067,0.795120301,292.25,2.815408719
6.8,7.9,14.1,2200,0.915921552,95.88,2.646174797
17.3,15.1,18.7,844,0.09314557,323.51,2.928523524
23.9,9.1,14.9,1222,0.232254666,356.11,2.701361213
6.9,6.2,11.8,1600,0.160572219,81.42,2.468099531
9.3,8.6,17.1,1411,0.943173538,159.03,2.839078464
3,4.2,13,1511,0.612997529,39,2.564949357
