d,h,hdo,den,,,,,
18,12.9,14.4,1689,,,,,
18,12.9,15.1,1656,,,,,
18.2,12.9,13.4,778,,,,,
18.5,12.9,16.3,1556,,,,,
18.6,12.9,19.6,789,,,,,
19.1,12.9,15.1,1656,,,,,
19.7,12.9,14.8,1967,,,,,
19.7,12.9,18.8,1233,,,,,
19.9,12.9,16.1,1656,,,,,
20,12.9,15.1,1411,,,,,
20.1,12.9,15.1,1656,,,,,
20.1,12.9,20.5,722,,,,,
20.4,12.9,16.2,1156,,,,,
20.7,12.9,15.8,1522,,,,,
21.3,12.9,14.5,978,,,,,
21.7,12.9,20.5,722,,,,,
22.5,12.9,13.9,767,,,,,
22.7,12.9,15.1,589,,,,,
23.7,12.9,19.6,789,,,,,
15.8,13,16.2,1678,,,,,
15.8,13,16.1,689,,,,,
15.9,13,14.8,1022,,,,,
16,13,15.1,1067,,,,,
16,13,16.2,1678,,,,,
16.2,13,15.8,1522,,,,,
16.2,13,16.5,1356,,,,,
16.4,13,16.1,1656,,,,,
16.6,13,14.4,1689,,,,,
16.9,13,16.1,1656,,,,,
17,13,17.7,2278,,,,,
17.1,13,16.1,1656,,,,,
17.1,13,16.5,1356,,,,,
17.2,13,16.2,1678,,,,,
17.5,13,15.1,1411,,,,,
17.5,13,13.4,778,,,,,
17.7,13,15.1,1067,,,,,
17.8,13,14.4,1689,,,,,
17.8,13,14.4,1689,,,,,
17.9,13,14.5,978,,,,,
17.9,13,14.8,1967,,,,,
18,13,14.8,1022,,,,,
18,13,16.6,1467,,,,,
18.1,13,15.1,1656,,,,,
18.2,13,15.8,1522,,,,,
18.5,13,15.1,1067,,,,,
19,13,16.5,1356,,,,,
19.1,13,16.3,1556,,,,,
19.1,13,15.1,1656,,,,,
19.2,13,18.8,1233,,,,,
19.4,13,13.9,767,,,,,
19.5,13,14.6,789,,,,,
19.5,13,14.4,1689,,,,,
19.5,13,16.2,1678,,,,,
19.6,13,15.1,1411,,,,,
19.8,13,15.1,1067,,,,,
19.8,13,17.7,889,,,,,
19.8,13,15.1,589,,,,,
19.9,13,14.8,1967,,,,,
19.9,13,14.8,1967,,,,,
20.9,13,15.1,1411,,,,,
21,13,14.4,1689,,,,,
21.5,13,16.6,1467,,,,,
22.3,13,14.8,1967,,,,,
22.9,13,16.1,689,,,,,
23.6,13,14.8,1022,,,,,
23.8,13,14.8,1967,,,,,
24.3,13,15.1,589,,,,,
25.2,13,19.6,789,,,,,
15.7,13.1,15.1,1656,,,,,
15.7,13.1,13.4,778,,,,,
15.8,13.1,17.7,2278,,,,,
16.2,13.1,16.1,689,,,,,
16.2,13.1,17.3,1122,,,,,
16.2,13.1,17.3,1122,,,,,
16.6,13.1,15.1,1411,,,,,
16.6,13.1,20.5,722,,,,,
16.7,13.1,13.4,778,,,,,
16.8,13.1,13.9,767,,,,,
16.9,13.1,15.1,1656,,,,,
17,13.1,13.1,811,,,,,
17.6,13.1,15.8,1522,,,,,
17.8,13.1,15.8,1522,,,,,
17.8,13.1,18.8,1233,,,,,
18.4,13.1,13.4,778,,,,,
18.8,13.1,16.5,1356,,,,,
18.9,13.1,15.1,1656,,,,,
19.1,13.1,14.5,978,,,,,
19.1,13.1,15.1,1411,,,,,
19.4,13.1,16.1,1656,,,,,
19.5,13.1,15.1,1411,,,,,
19.5,13.1,17.7,889,,,,,
19.6,13.1,16.1,689,,,,,
19.7,13.1,14.1,556,,,,,
20,13.1,14.8,1967,,,,,
20.7,13.1,14.1,556,,,,,
20.9,13.1,16.1,1656,,,,,
21.3,13.1,17.3,1122,,,,,
21.7,13.1,15.1,589,,,,,
22.3,13.1,17.3,1122,,,,,
22.5,13.1,16.1,689,,,,,
22.6,13.1,19.6,789,,,,,
15.8,13.2,15.8,1522,,,,,
15.9,13.2,15.1,1067,,,,,
16.1,13.2,13.9,767,,,,,
16.1,13.2,15.1,1411,,,,,
16.1,13.2,17.7,2278,,,,,
16.5,13.2,15.1,589,,,,,
16.7,13.2,17.7,2278,,,,,
17,13.2,13.2,2122,,,,,
17,13.2,19.6,789,,,,,
17.1,13.2,14.5,978,,,,,
17.4,13.2,16.3,1556,,,,,
17.7,13.2,17.7,2278,,,,,
17.9,13.2,16.6,1656,,,,,
18,13.2,16.1,1656,,,,,
18.1,13.2,14.4,1689,,,,,
18.2,13.2,15.1,1411,,,,,
18.4,13.2,14.8,1022,,,,,
18.6,13.2,16.1,1656,,,,,
18.6,13.2,18.8,1233,,,,,
18.7,13.2,16.5,1356,,,,,
18.7,13.2,16.5,1356,,,,,
18.8,13.2,17.3,1122,,,,,
18.9,13.2,16.2,1156,,,,,
19.2,13.2,18.8,1233,,,,,
19.6,13.2,17.3,1122,,,,,
19.9,13.2,17.3,1122,,,,,
20.4,13.2,14.8,1967,,,,,
20.7,13.2,15.1,589,,,,,
20.9,13.2,17.7,889,,,,,
21.2,13.2,16.2,1156,,,,,
21.6,13.2,15,1956,,,,,
21.8,13.2,18.8,1233,,,,,
22,13.2,20.5,722,,,,,
22.3,13.2,19.6,789,,,,,
23.1,13.2,15.1,1411,,,,,
23.1,13.2,19.6,789,,,,,
15.8,13.3,16.3,1556,,,,,
15.9,13.3,16.6,1656,,,,,
16,13.3,14.4,1689,,,,,
16,13.3,16.3,1556,,,,,
16,13.3,14.5,978,,,,,
16,13.3,14.8,1967,,,,,
16.1,13.3,14.4,1689,,,,,
16.1,13.3,16.3,1556,,,,,
16.1,13.3,15.7,1022,,,,,
16.1,13.3,16.5,1356,,,,,
16.7,13.3,15.1,1656,,,,,
16.8,13.3,16.6,1656,,,,,
16.8,13.3,15.7,1022,,,,,
16.9,13.3,13.2,2122,,,,,
17.1,13.3,16.1,1656,,,,,
17.2,13.3,14.4,1689,,,,,
17.2,13.3,15.1,1067,,,,,
17.3,13.3,14.5,978,,,,,
17.3,13.3,14.8,1967,,,,,
17.5,13.3,16.3,1556,,,,,
17.6,13.3,16.2,1156,,,,,
17.7,13.3,15.1,1656,,,,,
17.8,13.3,16.3,1556,,,,,
17.8,13.3,16.1,1656,,,,,
17.9,13.3,16.2,1156,,,,,
18.1,13.3,14.8,1967,,,,,
18.2,13.3,14.8,1967,,,,,
18.2,13.3,18.8,1233,,,,,
18.3,13.3,14.4,1689,,,,,
18.4,13.3,13.2,2122,,,,,
18.5,13.3,14.8,1967,,,,,
18.5,13.3,18.8,1233,,,,,
18.6,13.3,18.8,1233,,,,,
18.7,13.3,15.8,1522,,,,,
18.8,13.3,13.9,767,,,,,
19,13.3,17.7,889,,,,,
19.1,13.3,16.6,1467,,,,,
19.1,13.3,15.1,1656,,,,,
19.2,13.3,15.1,589,,,,,
19.4,13.3,14.8,1967,,,,,
19.6,13.3,15.7,1022,,,,,
19.8,13.3,19.6,789,,,,,
19.9,13.3,13.2,2122,,,,,
20.1,13.3,16.1,1656,,,,,
20.3,13.3,16.1,689,,,,,
20.8,13.3,14.5,978,,,,,
20.9,13.3,14.1,556,,,,,
21.2,13.3,14.1,556,,,,,
22.9,13.3,15.1,589,,,,,
23.2,13.3,19.6,789,,,,,
23.8,13.3,17.7,889,,,,,
24.8,13.3,18.8,1233,,,,,
25.2,13.3,16.6,1467,,,,,
25.8,13.3,19.6,789,,,,,
26.8,13.3,19.6,789,,,,,
15.7,13.4,14.4,1689,,,,,
15.7,13.4,16.5,1356,,,,,
15.8,13.4,16.1,1656,,,,,
15.8,13.4,16.5,1356,,,,,
15.9,13.4,15.1,1656,,,,,
16.2,13.4,16.6,1656,,,,,
16.2,13.4,16.6,1467,,,,,
16.3,13.4,15.1,1411,,,,,
16.4,13.4,15.1,1067,,,,,
16.5,13.4,15.1,1067,,,,,
16.6,13.4,16.6,1656,,,,,
16.8,13.4,14.4,1689,,,,,
16.8,13.4,16.2,1678,,,,,
17,13.4,14.8,1967,,,,,
17.1,13.4,15.1,1656,,,,,
17.1,13.4,14.1,556,,,,,
17.2,13.4,15.1,1067,,,,,
17.2,13.4,14.5,978,,,,,
17.2,13.4,14.8,1967,,,,,
17.3,13.4,16.6,1467,,,,,
17.5,13.4,16.3,1556,,,,,
17.5,13.4,16.3,1556,,,,,
17.9,13.4,14.1,556,,,,,
18.3,13.4,14.6,789,,,,,
18.4,13.4,16.2,1156,,,,,
18.4,13.4,18.8,1233,,,,,
19.7,13.4,14.8,1022,,,,,
20.1,13.4,18.8,1233,,,,,
20.6,13.4,15.1,589,,,,,
21,13.4,17.3,1122,,,,,
22.1,13.4,19.6,789,,,,,
22.9,13.4,15.1,589,,,,,
23.7,13.4,16.2,1678,,,,,
15.8,13.5,16.2,1678,,,,,
16.2,13.5,16.1,689,,,,,
16.3,13.5,18.8,1233,,,,,
16.7,13.5,16.2,1678,,,,,
16.9,13.5,14.8,1022,,,,,
16.9,13.5,18.8,1233,,,,,
17.2,13.5,15.8,1522,,,,,
17.6,13.5,16.6,1467,,,,,
17.6,13.5,15.8,1522,,,,,
17.7,13.5,15.1,1411,,,,,
18.3,13.5,14.4,1689,,,,,
18.4,13.5,17.7,2278,,,,,
18.7,13.5,16.2,1678,,,,,
18.8,13.5,16.1,1656,,,,,
18.9,13.5,16.1,1656,,,,,
19.6,13.5,14.8,1967,,,,,
19.6,13.5,16.2,1678,,,,,
19.8,13.5,16.1,1656,,,,,
19.8,13.5,16.1,689,,,,,
19.9,13.5,13.1,811,,,,,
20.1,13.5,14.4,1689,,,,,
20.5,13.5,16.1,689,,,,,
21.1,13.5,18.8,1233,,,,,
21.5,13.5,16.6,1656,,,,,
21.6,13.5,13.9,767,,,,,
21.6,13.5,14.4,1689,,,,,
22.1,13.5,17.3,1122,,,,,
22.6,13.5,15.1,589,,,,,
23.3,13.5,16.1,689,,,,,
24.7,13.5,16.1,689,,,,,
27.3,13.5,19.6,789,,,,,
29,13.5,19.6,789,,,,,
15.8,13.6,15.1,1656,,,,,
16,13.6,15.1,1656,,,,,
16.6,13.6,15.1,1656,,,,,
16.7,13.6,14.4,1689,,,,,
16.7,13.6,16.5,1356,,,,,
16.8,13.6,16.2,1156,,,,,
17,13.6,16.1,1656,,,,,
17,13.6,14.8,1967,,,,,
17.2,13.6,16.6,1656,,,,,
17.2,13.6,16.1,1656,,,,,
17.2,13.6,15.1,1411,,,,,
17.5,13.6,16.3,1556,,,,,
17.5,13.6,16.1,1656,,,,,
17.6,13.6,16.1,689,,,,,
17.7,13.6,14.8,1022,,,,,
17.8,13.6,17.7,2278,,,,,
18.1,13.6,16.6,1656,,,,,
18.3,13.6,17.7,2278,,,,,
18.8,13.6,16.1,1656,,,,,
19.1,13.6,15.1,589,,,,,
19.4,13.6,14.8,1967,,,,,
19.5,13.6,16.3,1556,,,,,
19.7,13.6,14.6,789,,,,,
19.7,13.6,15.1,1067,,,,,
20.1,13.6,15.1,1411,,,,,
20.2,13.6,16.6,1467,,,,,
20.6,13.6,14.8,1967,,,,,
20.8,13.6,15.8,1522,,,,,
21,13.6,16.1,1656,,,,,
21,13.6,16.2,1156,,,,,
21.5,13.6,13.4,778,,,,,
21.7,13.6,13.9,767,,,,,
22.1,13.6,16.5,1356,,,,,
22.3,13.6,15.1,589,,,,,
25.1,13.6,17.7,889,,,,,
29.4,13.6,18.8,1233,,,,,
15.7,13.7,14.8,1022,,,,,
15.8,13.7,16.3,1556,,,,,
16.2,13.7,15.1,1656,,,,,
16.2,13.7,15.8,1522,,,,,
16.4,13.7,16.1,1656,,,,,
16.5,13.7,14.4,1689,,,,,
17,13.7,16.1,1656,,,,,
17,13.7,17.3,1122,,,,,
17.7,13.7,17.3,1122,,,,,
17.8,13.7,15.1,1067,,,,,
18.3,13.7,14.4,1689,,,,,
18.4,13.7,17.7,2278,,,,,
18.4,13.7,16.2,1156,,,,,
18.5,13.7,16.1,1656,,,,,
18.8,13.7,15.1,1067,,,,,
19,13.7,15.1,1411,,,,,
19,13.7,17.3,1122,,,,,
19.1,13.7,16.1,1656,,,,,
19.2,13.7,14.5,978,,,,,
19.2,13.7,17.7,2278,,,,,
19.2,13.7,15.1,1656,,,,,
19.3,13.7,16.2,1678,,,,,
19.7,13.7,14.5,978,,,,,
19.9,13.7,15.1,1411,,,,,
20.1,13.7,16.3,1556,,,,,
20.3,13.7,15.1,1411,,,,,
20.3,13.7,16.5,1356,,,,,
20.4,13.7,17.3,1122,,,,,
20.7,13.7,15.1,1067,,,,,
21,13.7,17.3,1122,,,,,
21.5,13.7,19.6,789,,,,,
21.5,13.7,15.1,589,,,,,
22.6,13.7,16.1,689,,,,,
22.7,13.7,19.6,789,,,,,
23,13.7,15.1,589,,,,,
24.4,13.7,17.7,889,,,,,
25.2,13.7,16.1,689,,,,,
27.2,13.7,17.7,889,,,,,
15.7,13.8,14.1,556,,,,,
16,13.8,16.1,689,,,,,
16.5,13.8,14.4,1689,,,,,
16.5,13.8,16.2,1678,,,,,
16.6,13.8,15.1,1656,,,,,
16.6,13.8,17.3,1122,,,,,
17.1,13.8,16.1,1656,,,,,
17.1,13.8,16.5,1356,,,,,
17.4,13.8,17.7,2278,,,,,
17.6,13.8,13.9,767,,,,,
17.9,13.8,17.7,889,,,,,
18,13.8,16.6,1656,,,,,
18,13.8,14.5,978,,,,,
18,13.8,14.8,1967,,,,,
18.5,13.8,15.1,1067,,,,,
18.5,13.8,16.3,1556,,,,,
18.6,13.8,16.6,1656,,,,,
19.1,13.8,14.4,1689,,,,,
19.3,13.8,16.5,1356,,,,,
19.4,13.8,21.5,1667,,,,,
20.2,13.8,17.3,1122,,,,,
20.4,13.8,16.6,1467,,,,,
20.9,13.8,18.8,1233,,,,,
21.3,13.8,17.3,1122,,,,,
21.4,13.8,19.6,789,,,,,
21.8,13.8,14.1,556,,,,,
22.7,13.8,16.6,1467,,,,,
24.3,13.8,19.6,789,,,,,
24.9,13.8,16.5,1356,,,,,
25.7,13.8,16.3,1556,,,,,
26.9,13.8,20.5,722,,,,,
16.1,13.9,14.4,1689,,,,,
16.1,13.9,16.6,1467,,,,,
17.1,13.9,16.5,1356,,,,,
17.2,13.9,16.5,1356,,,,,
17.4,13.9,16.6,1656,,,,,
17.5,13.9,14.8,1967,,,,,
17.9,13.9,14.4,1689,,,,,
18.2,13.9,17.7,2278,,,,,
18.5,13.9,15.1,1411,,,,,
18.7,13.9,15.1,589,,,,,
18.8,13.9,18.8,1233,,,,,
19,13.9,16.3,1556,,,,,
19.6,13.9,18.8,1233,,,,,
19.9,13.9,16.5,1356,,,,,
20,13.9,16.1,1656,,,,,
20,13.9,16.2,1156,,,,,
20.4,13.9,15.1,1656,,,,,
20.6,13.9,16.3,1556,,,,,
21.8,13.9,15.1,589,,,,,
22.8,13.9,18.8,1233,,,,,
23.2,13.9,13.4,778,,,,,
25,13.9,13.9,767,,,,,
26.5,13.9,17.7,889,,,,,
26.7,13.9,15.8,1522,,,,,
27.3,13.9,15.1,589,,,,,
16.6,14,17.7,2278,,,,,
16.6,14,16.2,1156,,,,,
16.7,14,17.7,889,,,,,
16.8,14,14.8,1967,,,,,
16.8,14,15.1,589,,,,,
16.9,14,15.1,1656,,,,,
17.1,14,15.1,1656,,,,,
17.1,14,15.7,1022,,,,,
17.4,14,17.7,2278,,,,,
17.4,14,17.3,1122,,,,,
17.5,14,16.6,1656,,,,,
18.3,14,14.8,1967,,,,,
18.8,14,16.1,689,,,,,
19.6,14,16.2,1678,,,,,
20.1,14,14.6,789,,,,,
20.3,14,21.5,1667,,,,,
20.3,14,16.5,1356,,,,,
20.4,14,16.5,1356,,,,,
20.9,14,15.1,589,,,,,
21.2,14,19.6,789,,,,,
21.2,14,16.1,689,,,,,
21.5,14,15,1956,,,,,
21.8,14,17.7,889,,,,,
22.3,14,15.1,589,,,,,
23,14,14.4,1689,,,,,
24,14,16.1,689,,,,,
15.8,14.1,17.7,2278,,,,,
15.9,14.1,15.8,1522,,,,,
16,14.1,16.2,1678,,,,,
16.4,14.1,17.7,2278,,,,,
16.5,14.1,18.8,1233,,,,,
16.9,14.1,16.3,1556,,,,,
17.3,14.1,17.7,2278,,,,,
17.8,14.1,16.6,1656,,,,,
17.8,14.1,16.1,1656,,,,,
18.1,14.1,16.6,1656,,,,,
18.2,14.1,15.1,1656,,,,,
18.4,14.1,14.1,556,,,,,
18.4,14.1,17.3,1122,,,,,
18.5,14.1,14.6,789,,,,,
18.6,14.1,16.5,1356,,,,,
18.6,14.1,16.5,1356,,,,,
18.8,14.1,16.5,1356,,,,,
19,14.1,16.3,1556,,,,,
19.1,14.1,15.1,1656,,,,,
19.2,14.1,16.1,1656,,,,,
19.7,14.1,14.8,1022,,,,,
19.9,14.1,16.1,689,,,,,
20.1,14.1,14.8,1022,,,,,
20.5,14.1,16.6,1656,,,,,
20.8,14.1,17.3,1122,,,,,
21.2,14.1,16.1,689,,,,,
21.4,14.1,17.3,1122,,,,,
21.7,14.1,16.1,689,,,,,
21.9,14.1,16.5,1356,,,,,
22,14.1,16.5,1356,,,,,
22.5,14.1,16.1,689,,,,,
23,14.1,17.7,889,,,,,
23.1,14.1,17.2,1778,,,,,
23.4,14.1,16.6,1467,,,,,
23.5,14.1,15.1,1411,,,,,
26,14.1,16.1,689,,,,,
15.9,14.2,15.1,1656,,,,,
16.4,14.2,17.7,889,,,,,
16.7,14.2,16.3,1556,,,,,
16.7,14.2,15.1,1411,,,,,
17.5,14.2,16.1,1656,,,,,
17.8,14.2,15.1,1411,,,,,
18,14.2,17.7,2278,,,,,
18.2,14.2,16.6,1467,,,,,
18.2,14.2,21.5,1667,,,,,
18.8,14.2,18.8,1233,,,,,
18.9,14.2,17.3,1122,,,,,
19,14.2,16.3,1556,,,,,
19,14.2,17.7,2278,,,,,
19.1,14.2,16.6,1656,,,,,
19.2,14.2,15.1,1656,,,,,
19.7,14.2,16.2,1156,,,,,
20.1,14.2,16.5,1356,,,,,
20.2,14.2,18.8,1233,,,,,
20.4,14.2,17.7,889,,,,,
20.5,14.2,17.7,889,,,,,
20.7,14.2,16.2,1156,,,,,
21.2,14.2,15.7,1022,,,,,
21.8,14.2,16.1,689,,,,,
22,14.2,16.5,1356,,,,,
22.2,14.2,15.1,589,,,,,
22.3,14.2,16.6,1467,,,,,
23.6,14.2,17.7,889,,,,,
25.2,14.2,14.8,1967,,,,,
26.4,14.2,17.7,889,,,,,
27.8,14.2,17.7,889,,,,,
16,14.3,14.1,556,,,,,
16.9,14.3,14.8,1022,,,,,
16.9,14.3,16.2,1678,,,,,
17,14.3,16.6,1467,,,,,
17.2,14.3,14.8,1967,,,,,
17.2,14.3,15.1,1656,,,,,
17.8,14.3,14.4,1689,,,,,
18,14.3,14.4,1689,,,,,
18,14.3,16.6,1467,,,,,
18.2,14.3,15.1,1067,,,,,
18.3,14.3,16.1,1656,,,,,
18.3,14.3,16.5,1356,,,,,
18.7,14.3,16.3,1556,,,,,
18.9,14.3,15.8,1522,,,,,
19.1,14.3,18.8,1233,,,,,
19.3,14.3,16.5,1356,,,,,
19.3,14.3,18.8,1233,,,,,
19.6,14.3,14.8,1022,,,,,
19.8,14.3,17.3,1122,,,,,
20,14.3,17.3,1122,,,,,
20.1,14.3,16.6,1656,,,,,
21.1,14.3,16.6,1467,,,,,
22.5,14.3,16.5,1356,,,,,
22.8,14.3,16.3,1556,,,,,
23,14.3,15.1,589,,,,,
24.8,14.3,16.1,689,,,,,
27.7,14.3,18.8,1233,,,,,
15.8,14.4,16.5,1356,,,,,
15.9,14.4,15.1,1656,,,,,
16.3,14.4,15.1,1411,,,,,
16.7,14.4,16.5,1356,,,,,
16.8,14.4,17.3,1122,,,,,
16.9,14.4,15.1,1067,,,,,
17.1,14.4,16.5,1356,,,,,
17.2,14.4,16.6,1656,,,,,
17.2,14.4,15.1,1656,,,,,
17.3,14.4,16.3,1556,,,,,
17.3,14.4,21.2,967,,,,,
17.5,14.4,16.6,1656,,,,,
17.5,14.4,16.3,1556,,,,,
18,14.4,15.1,1656,,,,,
18.2,14.4,16.3,1556,,,,,
18.2,14.4,16.5,1356,,,,,
18.3,14.4,20.5,722,,,,,
18.4,14.4,16.6,1467,,,,,
18.6,14.4,17.3,1122,,,,,
18.7,14.4,16.3,1556,,,,,
18.9,14.4,16.2,1678,,,,,
19.2,14.4,17.7,2278,,,,,
19.4,14.4,16.3,1556,,,,,
20,14.4,16.3,1556,,,,,
20.2,14.4,16.3,1556,,,,,
20.2,14.4,15.1,1411,,,,,
20.3,14.4,14.4,1689,,,,,
20.3,14.4,16.6,1467,,,,,
20.4,14.4,15.1,1411,,,,,
20.4,14.4,15.1,1411,,,,,
20.8,14.4,15.1,589,,,,,
20.8,14.4,15.1,589,,,,,
21.4,14.4,15.1,1411,,,,,
21.4,14.4,16.1,689,,,,,
21.5,14.4,16.1,689,,,,,
21.5,14.4,18.8,1233,,,,,
21.9,14.4,15.1,1067,,,,,
22.6,14.4,15.7,1022,,,,,
23.1,14.4,20.5,722,,,,,
23.8,14.4,17.3,1122,,,,,
23.8,14.4,18.8,1233,,,,,
24.3,14.4,16.1,689,,,,,
24.8,14.4,19.6,789,,,,,
15.8,14.5,16.5,1356,,,,,
16.1,14.5,15.7,1022,,,,,
16.2,14.5,15.1,1411,,,,,
16.2,14.5,21.5,1667,,,,,
16.5,14.5,18.8,1233,,,,,
16.7,14.5,18.8,1233,,,,,
16.8,14.5,21.5,1667,,,,,
16.9,14.5,15.8,1522,,,,,
17.3,14.5,16.1,1656,,,,,
17.3,14.5,18.8,1233,,,,,
17.7,14.5,14.8,1967,,,,,
17.9,14.5,16.6,1467,,,,,
18.2,14.5,17.3,1122,,,,,
18.5,14.5,16.1,1656,,,,,
18.8,14.5,16.2,1156,,,,,
19,14.5,17.7,2278,,,,,
19.1,14.5,16.1,1656,,,,,
19.2,14.5,16.1,1656,,,,,
19.4,14.5,16.6,1656,,,,,
21.9,14.5,15.1,1656,,,,,
22.7,14.5,16.5,1356,,,,,
23.1,14.5,14.1,556,,,,,
23.3,14.5,16.5,1356,,,,,
27.4,14.5,15.1,589,,,,,
30.5,14.5,15.8,1522,,,,,
15.7,14.6,15.1,589,,,,,
17,14.6,16.3,1556,,,,,
17.8,14.6,17.7,2278,,,,,
18.4,14.6,16.1,689,,,,,
18.6,14.6,18.8,1233,,,,,
19.1,14.6,16.5,1356,,,,,
19.3,14.6,16.5,1356,,,,,
19.6,14.6,16.5,1356,,,,,
19.8,14.6,16.6,1656,,,,,
19.8,14.6,17.3,1122,,,,,
19.9,14.6,16.5,1356,,,,,
20.2,14.6,15.1,1411,,,,,
20.2,14.6,17.7,2278,,,,,
20.2,14.6,17.7,889,,,,,
20.5,14.6,15.1,1067,,,,,
20.7,14.6,17.7,2278,,,,,
20.9,14.6,16.3,1556,,,,,
21,14.6,16.5,1356,,,,,
21.5,14.6,15.1,589,,,,,
22,14.6,14.6,789,,,,,
22.1,14.6,16.6,1467,,,,,
22.3,14.6,16.3,1556,,,,,
22.5,14.6,16.6,1656,,,,,
22.9,14.6,16.2,1156,,,,,
23,14.6,15.1,589,,,,,
23.3,14.6,16.6,1656,,,,,
16,14.7,21.5,1667,,,,,
16.3,14.7,18.8,1233,,,,,
16.7,14.7,16.6,1467,,,,,
16.9,14.7,16.3,1556,,,,,
17.4,14.7,21.5,1667,,,,,
17.5,14.7,17.7,889,,,,,
17.7,14.7,16.2,1156,,,,,
18,14.7,18.8,1233,,,,,
18.1,14.7,16.3,1556,,,,,
18.3,14.7,16.5,1356,,,,,
18.4,14.7,16.6,1656,,,,,
18.5,14.7,15.1,1656,,,,,
18.7,14.7,17.7,2278,,,,,
18.7,14.7,16.2,1678,,,,,
18.9,14.7,15.1,1067,,,,,
19.4,14.7,17.7,2278,,,,,
19.6,14.7,18.8,1233,,,,,
20.1,14.7,17.7,2278,,,,,
20.1,14.7,15.1,1656,,,,,
20.2,14.7,15.1,589,,,,,
20.3,14.7,16.1,1656,,,,,
20.4,14.7,16.3,1556,,,,,
20.4,14.7,15.1,1656,,,,,
20.7,14.7,16.3,1556,,,,,
21,14.7,16.5,1356,,,,,
21.4,14.7,22.4,867,,,,,
21.7,14.7,18.8,1233,,,,,
22.3,14.7,15.1,589,,,,,
22.9,14.7,16.3,1556,,,,,
23.6,14.7,16.1,689,,,,,
16,14.8,17.7,2278,,,,,
16.1,14.8,16.6,1467,,,,,
16.1,14.8,17.7,2278,,,,,
17.1,14.8,15.1,1067,,,,,
17.1,14.8,14.8,1967,,,,,
17.5,14.8,18.8,1233,,,,,
17.7,14.8,17.7,2278,,,,,
17.8,14.8,16.3,1556,,,,,
17.8,14.8,17.7,2278,,,,,
18,14.8,16.2,1156,,,,,
18.1,14.8,15.1,1656,,,,,
18.3,14.8,14.8,1022,,,,,
18.5,14.8,15.1,1656,,,,,
18.5,14.8,21.5,1667,,,,,
18.6,14.8,17.7,889,,,,,
18.7,14.8,15.1,1656,,,,,
18.8,14.8,20.3,1011,,,,,
18.8,14.8,17.3,1122,,,,,
19.1,14.8,14.4,1689,,,,,
19.3,14.8,16.6,1467,,,,,
19.4,14.8,17.3,1122,,,,,
19.8,14.8,16.6,1467,,,,,
20,14.8,16.6,1467,,,,,
20.7,14.8,16.6,1656,,,,,
21.1,14.8,16.2,1678,,,,,
21.1,14.8,15.7,1022,,,,,
21.1,14.8,16.5,1356,,,,,
21.7,14.8,16.6,1467,,,,,
21.7,14.8,15.1,589,,,,,
21.9,14.8,17.3,1122,,,,,
23.1,14.8,15.8,1522,,,,,
23.2,14.8,16.3,1556,,,,,
23.6,14.8,15.1,1411,,,,,
23.7,14.8,16.1,689,,,,,
24.5,14.8,21.5,1667,,,,,
25.1,14.8,13.9,767,,,,,
25.2,14.8,15.1,589,,,,,
25.9,14.8,21.2,967,,,,,
26.4,14.8,16.5,1356,,,,,
16.7,14.9,16.6,1467,,,,,
17.1,14.9,16.6,1656,,,,,
17.8,14.9,16.3,1556,,,,,
18.1,14.9,16.3,1556,,,,,
18.1,14.9,17.2,1778,,,,,
18.2,14.9,15.1,1656,,,,,
18.4,14.9,16.1,1656,,,,,
18.5,14.9,16.3,1556,,,,,
18.7,14.9,16.6,1467,,,,,
18.7,14.9,17.7,2278,,,,,
18.8,14.9,22.4,867,,,,,
19.8,14.9,16.3,1556,,,,,
20,14.9,21.5,1667,,,,,
20.1,14.9,21.5,1667,,,,,
20.2,14.9,16.6,1656,,,,,
21,14.9,16.3,1556,,,,,
21.2,14.9,16.3,1556,,,,,
21.3,14.9,16.5,1356,,,,,
21.5,14.9,18.8,1233,,,,,
21.7,14.9,17.7,889,,,,,
21.7,14.9,18.8,1233,,,,,
23.7,14.9,18.8,1233,,,,,
16,15,15.1,1411,,,,,
16.6,15,17.7,2278,,,,,
17.1,15,17.7,2278,,,,,
17.6,15,18.8,1233,,,,,
17.8,15,20.3,1011,,,,,
18,15,18.8,1233,,,,,
18.7,15,16.6,1467,,,,,
20.2,15,16.6,1467,,,,,
20.4,15,16.6,1467,,,,,
20.7,15,15.1,1067,,,,,
20.7,15,16.3,1556,,,,,
20.7,15,16.6,1467,,,,,
20.8,15,16.3,1556,,,,,
20.8,15,16.3,1556,,,,,
21.2,15,16.6,1656,,,,,
22,15,16.3,1556,,,,,
22.2,15,14.8,1022,,,,,
22.7,15,18.8,1233,,,,,
23,15,16.3,1556,,,,,
25.2,15,16.1,689,,,,,
25.3,15,17.7,889,,,,,
26.6,15,19.6,789,,,,,
29.2,15,17.7,889,,,,,
16.3,15.1,16.6,1467,,,,,
16.6,15.1,17.7,2278,,,,,
17,15.1,17.7,2278,,,,,
17.1,15.1,17.7,2278,,,,,
17.3,15.1,17.2,1778,,,,,
17.4,15.1,17.7,889,,,,,
19,15.1,17.7,2278,,,,,
19.2,15.1,21.5,1667,,,,,
19.4,15.1,17.2,1778,,,,,
19.9,15.1,16.6,1656,,,,,
19.9,15.1,16.6,1467,,,,,
