d,h,hdo,den,s1,s2,sp,,,,
15.1,15.6,21,922,0,1,birch,,,,
18.1,15.6,21,922,0,1,birch,,,,
19,15.6,21,922,0,1,birch,,,,
27.6,16,21,922,0,1,birch,,,,
22.9,16.2,21,922,0,1,birch,,,,
26.9,16.2,21,922,0,1,birch,,,,
27.1,16.3,21,922,0,1,birch,,,,
18.7,16.4,21,922,0,1,birch,,,,
24.2,16.4,21,922,0,1,birch,,,,
18.8,16.5,21,922,0,1,birch,,,,
22.7,16.8,21,922,0,1,birch,,,,
25.6,16.9,21,922,0,1,birch,,,,
22.6,17.8,21,922,0,1,birch,,,,
23.1,17.8,21,922,0,1,birch,,,,
22.2,18,21,922,0,1,birch,,,,
28.6,18,21,922,0,1,birch,,,,
27.3,18.3,21,922,0,1,birch,,,,
22,18.6,21,922,0,1,birch,,,,
26.7,18.7,21,922,0,1,birch,,,,
28.9,18.7,21,922,0,1,birch,,,,
24.2,18.9,21,922,0,1,birch,,,,
13.3,19.3,21,922,0,1,birch,,,,
22.7,20,21,922,0,1,birch,,,,
26.8,20.4,21,922,0,1,birch,,,,
19,23.3,21,922,0,1,birch,,,,
6.8,3.2,22.8,956,0,1,birch,,,,
7.2,3.2,22.8,956,0,1,birch,,,,
7.2,4,22.8,956,0,1,birch,,,,
7.6,4,22.8,956,0,1,birch,,,,
17.1,5.7,22.8,956,0,1,birch,,,,
8.2,6.2,22.8,956,0,1,birch,,,,
11.7,6.5,22.8,956,0,1,birch,,,,
14.7,6.6,22.8,956,0,1,birch,,,,
6.3,7,22.8,956,0,1,birch,,,,
7.6,7.1,22.8,956,0,1,birch,,,,
17.4,7.1,22.8,956,0,1,birch,,,,
9.3,7.4,22.8,956,0,1,birch,,,,
9.9,7.8,22.8,956,0,1,birch,,,,
19.2,7.8,22.8,956,0,1,birch,,,,
10.1,8,22.8,956,0,1,birch,,,,
8.7,8.2,22.8,956,0,1,birch,,,,
17.8,8.2,22.8,956,0,1,birch,,,,
16.5,8.7,22.8,956,0,1,birch,,,,
18.5,8.8,22.8,956,0,1,birch,,,,
11.1,8.9,22.8,956,0,1,birch,,,,
13.4,8.9,22.8,956,0,1,birch,,,,
14.9,9,22.8,956,0,1,birch,,,,
8.4,9.1,22.8,956,0,1,birch,,,,
26.8,9.1,22.8,956,0,1,birch,,,,
9.8,9.2,22.8,956,0,1,birch,,,,
11.4,9.2,22.8,956,0,1,birch,,,,
13.2,9.3,22.8,956,0,1,birch,,,,
17.5,9.3,22.8,956,0,1,birch,,,,
18.8,9.3,22.8,956,0,1,birch,,,,
5.9,9.5,22.8,956,0,1,birch,,,,
15.8,9.5,22.8,956,0,1,birch,,,,
16.7,9.5,22.8,956,0,1,birch,,,,
22.7,9.5,22.8,956,0,1,birch,,,,
17.3,9.6,22.8,956,0,1,birch,,,,
26.2,9.6,22.8,956,0,1,birch,,,,
10,10,22.8,956,0,1,birch,,,,
13,10,22.8,956,0,1,birch,,,,
8.2,10.1,22.8,956,0,1,birch,,,,
16.1,10.1,22.8,956,0,1,birch,,,,
11.8,10.2,22.8,956,0,1,birch,,,,
6.8,10.7,22.8,956,0,1,birch,,,,
20.1,11,22.8,956,0,1,birch,,,,
17,11.1,22.8,956,0,1,birch,,,,
15.9,11.2,22.8,956,0,1,birch,,,,
23.4,11.3,22.8,956,0,1,birch,,,,
16.6,11.5,22.8,956,0,1,birch,,,,
12.8,11.7,22.8,956,0,1,birch,,,,
16.4,11.7,22.8,956,0,1,birch,,,,
10.7,11.9,22.8,956,0,1,birch,,,,
19.2,11.9,22.8,956,0,1,birch,,,,
17.8,12,22.8,956,0,1,birch,,,,
16.2,12.2,22.8,956,0,1,birch,,,,
21.2,12.2,22.8,956,0,1,birch,,,,
17.6,12.3,22.8,956,0,1,birch,,,,
12.3,12.4,22.8,956,0,1,birch,,,,
19,12.4,22.8,956,0,1,birch,,,,
16.3,12.6,22.8,956,0,1,birch,,,,
14.6,12.7,22.8,956,0,1,birch,,,,
9.6,12.9,22.8,956,0,1,birch,,,,
20.8,12.9,22.8,956,0,1,birch,,,,
14.7,13,22.8,956,0,1,birch,,,,
18.3,13.2,22.8,956,0,1,birch,,,,
16.4,13.4,22.8,956,0,1,birch,,,,
14.3,13.5,22.8,956,0,1,birch,,,,
23.4,13.8,22.8,956,0,1,birch,,,,
27.3,13.9,22.8,956,0,1,birch,,,,
20.8,14.1,22.8,956,0,1,birch,,,,
19,14.6,22.8,956,0,1,birch,,,,
22.9,14.7,22.8,956,0,1,birch,,,,
17.2,15.1,22.8,956,0,1,birch,,,,
10.4,15.3,22.8,956,0,1,birch,,,,
13.5,15.4,22.8,956,0,1,birch,,,,
12.5,17.3,22.8,956,0,1,birch,,,,
16.5,18.1,22.8,956,0,1,birch,,,,
16.2,18.4,22.8,956,0,1,birch,,,,
19.6,18.8,22.8,956,0,1,birch,,,,
15.8,19,22.8,956,0,1,birch,,,,
9.9,19.9,22.8,956,0,1,birch,,,,
13.2,20.7,22.8,956,0,1,birch,,,,
14.5,23.4,22.8,956,0,1,birch,,,,
5.1,2.8,15.4,967,0,1,birch,,,,
7.6,3.7,15.4,967,0,1,birch,,,,
5.8,4.4,15.4,967,0,1,birch,,,,
6.2,5.1,15.4,967,0,1,birch,,,,
6.4,5.2,21.2,967,0,1,birch,,,,
7,5.3,21.2,967,0,1,birch,,,,
10.8,5.9,15.4,967,0,1,birch,,,,
6.5,6,21.2,967,0,1,birch,,,,
10.8,6.4,15.4,967,0,1,birch,,,,
7.1,6.6,15.4,967,0,1,birch,,,,
11,6.6,15.4,967,0,1,birch,,,,
11.7,6.6,15.4,967,0,1,birch,,,,
10,7,15.4,967,0,1,birch,,,,
9.9,7.1,21.2,967,0,1,birch,,,,
6.6,7.2,15.4,967,0,1,birch,,,,
9.8,7.2,15.4,967,0,1,birch,,,,
15.4,7.3,15.4,967,0,1,birch,,,,
6.8,7.4,15.4,967,0,1,birch,,,,
7.6,7.7,15.4,967,0,1,birch,,,,
7,7.8,15.4,967,0,1,birch,,,,
18.9,7.8,15.4,967,0,1,birch,,,,
22.8,7.9,15.4,967,0,1,birch,,,,
28.2,7.9,15.4,967,0,1,birch,,,,
19.6,8.3,15.4,967,0,1,birch,,,,
6.9,8.4,15.4,967,0,1,birch,,,,
11.7,8.4,21.2,967,0,1,birch,,,,
8.7,8.5,15.4,967,0,1,birch,,,,
12.6,8.5,21.2,967,0,1,birch,,,,
15.6,8.6,15.4,967,0,1,birch,,,,
13.1,8.8,15.4,967,0,1,birch,,,,
21.3,8.8,15.4,967,0,1,birch,,,,
13.5,9.1,15.4,967,0,1,birch,,,,
18.4,9.2,15.4,967,0,1,birch,,,,
10,9.3,15.4,967,0,1,birch,,,,
10.7,9.4,15.4,967,0,1,birch,,,,
13.3,9.6,15.4,967,0,1,birch,,,,
15.9,9.6,15.4,967,0,1,birch,,,,
21.5,9.8,15.4,967,0,1,birch,,,,
12.4,9.9,15.4,967,0,1,birch,,,,
15,9.9,15.4,967,0,1,birch,,,,
15.8,9.9,15.4,967,0,1,birch,,,,
22.2,9.9,15.4,967,0,1,birch,,,,
11.2,10.2,15.4,967,0,1,birch,,,,
17.1,10.2,15.4,967,0,1,birch,,,,
24.7,10.2,15.4,967,0,1,birch,,,,
24.8,10.2,15.4,967,0,1,birch,,,,
17.4,10.3,15.4,967,0,1,birch,,,,
27.3,10.4,15.4,967,0,1,birch,,,,
17.4,10.5,15.4,967,0,1,birch,,,,
20.6,10.5,15.4,967,0,1,birch,,,,
15.8,10.6,15.4,967,0,1,birch,,,,
22,10.8,21.2,967,0,1,birch,,,,
23.1,10.8,15.4,967,0,1,birch,,,,
25.3,10.8,15.4,967,0,1,birch,,,,
25.4,10.8,15.4,967,0,1,birch,,,,
11.8,10.9,15.4,967,0,1,birch,,,,
24.4,10.9,15.4,967,0,1,birch,,,,
22.8,11.1,15.4,967,0,1,birch,,,,
15.6,11.2,15.4,967,0,1,birch,,,,
23.2,11.3,15.4,967,0,1,birch,,,,
15,11.4,21.2,967,0,1,birch,,,,
16.4,11.4,15.4,967,0,1,birch,,,,
30.8,11.7,15.4,967,0,1,birch,,,,
15.3,11.8,15.4,967,0,1,birch,,,,
18.4,11.9,15.4,967,0,1,birch,,,,
22.6,11.9,15.4,967,0,1,birch,,,,
18.4,12.2,15.4,967,0,1,birch,,,,
15.7,12.4,15.4,967,0,1,birch,,,,
23.4,12.4,21.2,967,0,1,birch,,,,
24.6,12.5,15.4,967,0,1,birch,,,,
26,12.5,15.4,967,0,1,birch,,,,
17.4,12.9,15.4,967,0,1,birch,,,,
23.8,13.1,15.4,967,0,1,birch,,,,
26,13.1,15.4,967,0,1,birch,,,,
24.5,13.2,15.4,967,0,1,birch,,,,
27.6,13.3,15.4,967,0,1,birch,,,,
20.3,13.4,15.4,967,0,1,birch,,,,
26.2,13.4,15.4,967,0,1,birch,,,,
13.6,13.6,15.4,967,0,1,birch,,,,
22.5,13.7,15.4,967,0,1,birch,,,,
23,13.8,15.4,967,0,1,birch,,,,
24.5,14,15.4,967,0,1,birch,,,,
27.1,14,15.4,967,0,1,birch,,,,
23.5,14.1,15.4,967,0,1,birch,,,,
27.3,14.1,15.4,967,0,1,birch,,,,
14.8,14.2,21.2,967,0,1,birch,,,,
20.1,14.2,15.4,967,0,1,birch,,,,
24.1,14.2,15.4,967,0,1,birch,,,,
14.3,14.3,21.2,967,0,1,birch,,,,
26.9,14.3,15.4,967,0,1,birch,,,,
16.4,14.5,15.4,967,0,1,birch,,,,
32.5,14.5,15.4,967,0,1,birch,,,,
25.7,14.6,15.4,967,0,1,birch,,,,
24,14.7,15.4,967,0,1,birch,,,,
18,14.9,15.4,967,0,1,birch,,,,
17.7,15.5,21.2,967,0,1,birch,,,,
27.8,16.2,15.4,967,0,1,birch,,,,
19.8,16.7,15.4,967,0,1,birch,,,,
22.9,16.9,21.2,967,0,1,birch,,,,
26.6,18.9,21.2,967,0,1,birch,,,,
31.7,19.7,21.2,967,0,1,birch,,,,
3.8,2.3,15.7,1022,0,1,birch,,,,
4.2,2.4,15.7,1022,0,1,birch,,,,
3.5,3.6,15.7,1022,0,1,birch,,,,
6.8,3.7,15.7,1022,0,1,birch,,,,
6.3,3.9,15.7,1022,0,1,birch,,,,
4.6,4.3,15.7,1022,0,1,birch,,,,
6,4.4,15.7,1022,0,1,birch,,,,
6.1,4.5,15.7,1022,0,1,birch,,,,
7.3,4.5,15.7,1022,0,1,birch,,,,
9,5.2,15.7,1022,0,1,birch,,,,
6.8,5.8,15.7,1022,0,1,birch,,,,
8.1,5.9,15.7,1022,0,1,birch,,,,
6.1,6.2,15.7,1022,0,1,birch,,,,
8.4,6.7,15.7,1022,0,1,birch,,,,
14.1,6.8,15.7,1022,0,1,birch,,,,
11,7.7,15.7,1022,0,1,birch,,,,
8.6,7.8,15.7,1022,0,1,birch,,,,
12.8,7.8,15.7,1022,0,1,birch,,,,
16.1,8.1,15.7,1022,0,1,birch,,,,
13.1,8.2,15.7,1022,0,1,birch,,,,
14.8,8.2,15.7,1022,0,1,birch,,,,
22.2,8.4,14.8,1022,0,1,birch,,,,
9.6,8.5,15.7,1022,0,1,birch,,,,
17.5,8.5,15.7,1022,0,1,birch,,,,
9.8,8.6,15.7,1022,0,1,birch,,,,
12.3,8.6,15.7,1022,0,1,birch,,,,
6.5,8.7,15.7,1022,0,1,birch,,,,
14.4,8.7,15.7,1022,0,1,birch,,,,
18.4,8.8,15.7,1022,0,1,birch,,,,
10.5,8.9,15.7,1022,0,1,birch,,,,
11.9,9,15.7,1022,0,1,birch,,,,
13.4,9,15.7,1022,0,1,birch,,,,
8.1,9.4,15.7,1022,0,1,birch,,,,
12,9.6,15.7,1022,0,1,birch,,,,
14.4,10,15.7,1022,0,1,birch,,,,
11.5,10.5,15.7,1022,0,1,birch,,,,
17.6,10.5,15.7,1022,0,1,birch,,,,
18.6,10.5,15.7,1022,0,1,birch,,,,
16,10.6,15.7,1022,0,1,birch,,,,
18.2,10.7,14.8,1022,0,1,birch,,,,
13.3,10.8,15.7,1022,0,1,birch,,,,
19.8,10.8,15.7,1022,0,1,birch,,,,
16.5,11.4,15.7,1022,0,1,birch,,,,
17.9,11.4,15.7,1022,0,1,birch,,,,
29.8,11.8,15.7,1022,0,1,birch,,,,
18.9,11.9,15.7,1022,0,1,birch,,,,
23.1,11.9,15.7,1022,0,1,birch,,,,
24.7,11.9,15.7,1022,0,1,birch,,,,
32.1,11.9,15.7,1022,0,1,birch,,,,
29.6,12,14.8,1022,0,1,birch,,,,
10.5,12.1,15.7,1022,0,1,birch,,,,
14.2,12.1,15.7,1022,0,1,birch,,,,
18.2,12.2,15.7,1022,0,1,birch,,,,
22,12.2,15.7,1022,0,1,birch,,,,
28.9,12.2,14.8,1022,0,1,birch,,,,
16.9,12.3,15.7,1022,0,1,birch,,,,
24.5,12.4,15.7,1022,0,1,birch,,,,
14.9,12.5,15.7,1022,0,1,birch,,,,
12.4,12.7,15.7,1022,0,1,birch,,,,
23.8,12.7,15.7,1022,0,1,birch,,,,
21.7,13.4,15.7,1022,0,1,birch,,,,
23.6,13.4,15.7,1022,0,1,birch,,,,
13.7,13.7,15.7,1022,0,1,birch,,,,
16.2,13.9,15.7,1022,0,1,birch,,,,
9.8,14,15.7,1022,0,1,birch,,,,
22.7,14,15.7,1022,0,1,birch,,,,
26.8,14,15.7,1022,0,1,birch,,,,
16.7,14.3,15.7,1022,0,1,birch,,,,
31.2,14.3,15.7,1022,0,1,birch,,,,
25.1,14.5,15.7,1022,0,1,birch,,,,
20.7,14.7,14.8,1022,0,1,birch,,,,
33.1,14.8,15.7,1022,0,1,birch,,,,
26.3,14.9,15.7,1022,0,1,birch,,,,
25.3,15,15.7,1022,0,1,birch,,,,
22.5,15.2,15.7,1022,0,1,birch,,,,
25.6,15.3,15.7,1022,0,1,birch,,,,
28.5,15.3,15.7,1022,0,1,birch,,,,
39.2,15.3,14.8,1022,0,1,birch,,,,
28.6,15.4,15.7,1022,0,1,birch,,,,
23.5,15.9,15.7,1022,0,1,birch,,,,
18.5,16.4,15.7,1022,0,1,birch,,,,
3.1,2.2,15.4,1033,0,1,birch,,,,
5.2,2.6,15.4,1033,0,1,birch,,,,
5.9,2.6,15.4,1033,0,1,birch,,,,
3.6,2.8,15.4,1033,0,1,birch,,,,
8.8,4.5,15.4,1033,0,1,birch,,,,
9.5,4.7,15.4,1033,0,1,birch,,,,
4.3,4.9,15.4,1033,0,1,birch,,,,
7.4,5.6,15.4,1033,0,1,birch,,,,
8.9,5.6,15.4,1033,0,1,birch,,,,
6,5.7,15.4,1033,0,1,birch,,,,
6.6,6,15.4,1033,0,1,birch,,,,
8.9,6,15.4,1033,0,1,birch,,,,
8.8,6.1,15.4,1033,0,1,birch,,,,
15.4,6.2,15.4,1033,0,1,birch,,,,
8.6,6.4,15.4,1033,0,1,birch,,,,
10,6.6,15.4,1033,0,1,birch,,,,
5.6,6.7,15.4,1033,0,1,birch,,,,
7,6.8,15.4,1033,0,1,birch,,,,
8.3,6.8,15.4,1033,0,1,birch,,,,
14.6,6.8,15.4,1033,0,1,birch,,,,
10.4,7.1,15.4,1033,0,1,birch,,,,
16.1,7.1,15.4,1033,0,1,birch,,,,
10.2,7.2,15.4,1033,0,1,birch,,,,
12.1,7.2,15.4,1033,0,1,birch,,,,
14.7,7.3,15.4,1033,0,1,birch,,,,
15.4,7.3,15.4,1033,0,1,birch,,,,
23,7.6,15.4,1033,0,1,birch,,,,
13.1,7.7,15.4,1033,0,1,birch,,,,
9.4,7.9,15.4,1033,0,1,birch,,,,
11.1,8,15.4,1033,0,1,birch,,,,
11.3,8.4,15.4,1033,0,1,birch,,,,
18.4,8.4,15.4,1033,0,1,birch,,,,
8.2,8.5,15.4,1033,0,1,birch,,,,
15.5,8.6,15.4,1033,0,1,birch,,,,
20.7,8.6,15.4,1033,0,1,birch,,,,
10.3,8.7,15.4,1033,0,1,birch,,,,
14.8,8.7,15.4,1033,0,1,birch,,,,
15.1,8.7,15.4,1033,0,1,birch,,,,
15.2,8.7,15.4,1033,0,1,birch,,,,
11,8.9,15.4,1033,0,1,birch,,,,
12.8,9.2,15.4,1033,0,1,birch,,,,
13.6,9.2,15.4,1033,0,1,birch,,,,
4.5,9.5,15.4,1033,0,1,birch,,,,
12,9.5,15.4,1033,0,1,birch,,,,
7.2,9.7,15.4,1033,0,1,birch,,,,
11.1,9.7,15.4,1033,0,1,birch,,,,
16.1,9.8,15.4,1033,0,1,birch,,,,
17.9,9.9,15.4,1033,0,1,birch,,,,
21.4,9.9,15.4,1033,0,1,birch,,,,
13.1,10,15.4,1033,0,1,birch,,,,
10.4,10.2,15.4,1033,0,1,birch,,,,
16.4,10.2,15.4,1033,0,1,birch,,,,
16.2,10.3,15.4,1033,0,1,birch,,,,
17,10.6,15.4,1033,0,1,birch,,,,
17.4,10.6,15.4,1033,0,1,birch,,,,
32,10.6,15.4,1033,0,1,birch,,,,
20.9,10.7,15.4,1033,0,1,birch,,,,
32.5,10.8,15.4,1033,0,1,birch,,,,
15.9,10.9,15.4,1033,0,1,birch,,,,
19.5,10.9,15.4,1033,0,1,birch,,,,
22.5,10.9,15.4,1033,0,1,birch,,,,
14.4,11.2,15.4,1033,0,1,birch,,,,
19.4,11.3,15.4,1033,0,1,birch,,,,
24.4,11.3,15.4,1033,0,1,birch,,,,
19.2,11.4,15.4,1033,0,1,birch,,,,
7.7,11.6,15.4,1033,0,1,birch,,,,
15.4,11.8,15.4,1033,0,1,birch,,,,
23.3,12,15.4,1033,0,1,birch,,,,
16.7,12.1,15.4,1033,0,1,birch,,,,
25.3,12.1,15.4,1033,0,1,birch,,,,
26.5,12.2,15.4,1033,0,1,birch,,,,
10.5,12.3,15.4,1033,0,1,birch,,,,
19.1,12.4,15.4,1033,0,1,birch,,,,
14.7,12.5,15.4,1033,0,1,birch,,,,
27.7,12.5,15.4,1033,0,1,birch,,,,
22.8,12.7,15.4,1033,0,1,birch,,,,
8.5,12.9,15.4,1033,0,1,birch,,,,
11.8,13.2,15.4,1033,0,1,birch,,,,
16.4,13.2,15.4,1033,0,1,birch,,,,
17.4,13.2,15.4,1033,0,1,birch,,,,
23,13.2,15.4,1033,0,1,birch,,,,
18.2,13.3,15.4,1033,0,1,birch,,,,
18.1,13.4,15.4,1033,0,1,birch,,,,
7,13.5,15.4,1033,0,1,birch,,,,
13.4,13.7,15.4,1033,0,1,birch,,,,
16.4,13.8,15.4,1033,0,1,birch,,,,
16.8,13.9,15.4,1033,0,1,birch,,,,
20,14,15.4,1033,0,1,birch,,,,
19.4,14.3,15.4,1033,0,1,birch,,,,
21.4,14.9,15.4,1033,0,1,birch,,,,
22.2,15.6,15.4,1033,0,1,birch,,,,
23.9,18.1,15.4,1033,0,1,birch,,,,
6.7,2.8,16.7,1067,0,1,birch,,,,
5.2,3.5,16.7,1067,0,1,birch,,,,
5.4,4.6,16.7,1067,0,1,birch,,,,
6.7,4.6,16.7,1067,0,1,birch,,,,
5.9,5.2,16.7,1067,0,1,birch,,,,
5.1,6.3,16.7,1067,0,1,birch,,,,
7.2,6.8,16.7,1067,0,1,birch,,,,
5.8,6.9,16.7,1067,0,1,birch,,,,
12.7,7.1,16.7,1067,0,1,birch,,,,
6.7,7.3,16.7,1067,0,1,birch,,,,
7,7.3,16.7,1067,0,1,birch,,,,
8.4,7.3,16.7,1067,0,1,birch,,,,
7.3,7.4,16.7,1067,0,1,birch,,,,
11.1,7.5,16.7,1067,0,1,birch,,,,
9.5,7.8,16.7,1067,0,1,birch,,,,
8,7.9,16.7,1067,0,1,birch,,,,
9.8,7.9,16.7,1067,0,1,birch,,,,
13.6,7.9,16.7,1067,0,1,birch,,,,
7.8,8.1,16.7,1067,0,1,birch,,,,
9.3,8.1,16.7,1067,0,1,birch,,,,
10.1,8.2,15.1,1067,0,1,birch,,,,
17.5,8.4,16.7,1067,0,1,birch,,,,
10.5,8.7,16.7,1067,0,1,birch,,,,
9.8,8.8,15.1,1067,0,1,birch,,,,
13.5,8.8,15.1,1067,0,1,birch,,,,
11.1,9,16.7,1067,0,1,birch,,,,
10.8,9.3,16.7,1067,0,1,birch,,,,
13.6,9.3,16.7,1067,0,1,birch,,,,
10.9,9.4,16.7,1067,0,1,birch,,,,
20.7,9.4,16.7,1067,0,1,birch,,,,
14.4,9.5,15.1,1067,0,1,birch,,,,
20,9.6,16.7,1067,0,1,birch,,,,
19.7,9.8,16.7,1067,0,1,birch,,,,
13.3,9.9,16.7,1067,0,1,birch,,,,
18.5,10.1,16.7,1067,0,1,birch,,,,
22.4,10.1,15.1,1067,0,1,birch,,,,
19.8,10.3,16.7,1067,0,1,birch,,,,
13.3,10.4,16.7,1067,0,1,birch,,,,
15.4,10.5,15.1,1067,0,1,birch,,,,
11.7,10.6,15.1,1067,0,1,birch,,,,
18.3,10.7,16.7,1067,0,1,birch,,,,
9.3,10.9,16.7,1067,0,1,birch,,,,
11.8,10.9,16.7,1067,0,1,birch,,,,
16.1,10.9,15.1,1067,0,1,birch,,,,
24,10.9,16.7,1067,0,1,birch,,,,
9.5,11.1,16.7,1067,0,1,birch,,,,
26,11.1,16.7,1067,0,1,birch,,,,
10.7,11.3,15.1,1067,0,1,birch,,,,
15.1,11.4,15.1,1067,0,1,birch,,,,
16.9,11.4,15.1,1067,0,1,birch,,,,
23.4,11.4,16.7,1067,0,1,birch,,,,
16.2,11.5,16.7,1067,0,1,birch,,,,
24.7,11.5,16.7,1067,0,1,birch,,,,
24,11.6,16.7,1067,0,1,birch,,,,
23.4,12,16.7,1067,0,1,birch,,,,
20.6,12.1,16.7,1067,0,1,birch,,,,
20.6,12.1,16.7,1067,0,1,birch,,,,
15.3,12.4,16.7,1067,0,1,birch,,,,
18.3,12.4,16.7,1067,0,1,birch,,,,
19.6,12.4,16.7,1067,0,1,birch,,,,
21,12.4,16.7,1067,0,1,birch,,,,
23.6,12.4,16.7,1067,0,1,birch,,,,
15.2,12.5,16.7,1067,0,1,birch,,,,
10,12.6,16.7,1067,0,1,birch,,,,
12.4,12.6,16.7,1067,0,1,birch,,,,
15.4,12.6,16.7,1067,0,1,birch,,,,
19,12.6,16.7,1067,0,1,birch,,,,
26,12.7,16.7,1067,0,1,birch,,,,
10.5,12.8,16.7,1067,0,1,birch,,,,
11.2,12.8,15.1,1067,0,1,birch,,,,
15.7,13,16.7,1067,0,1,birch,,,,
25.4,13,16.7,1067,0,1,birch,,,,
18.1,13.1,16.7,1067,0,1,birch,,,,
20.5,13.1,16.7,1067,0,1,birch,,,,
20.2,13.2,16.7,1067,0,1,birch,,,,
24.3,13.3,16.7,1067,0,1,birch,,,,
27.2,13.3,16.7,1067,0,1,birch,,,,
15.4,13.4,16.7,1067,0,1,birch,,,,
13.3,13.6,16.7,1067,0,1,birch,,,,
15.4,13.6,16.7,1067,0,1,birch,,,,
18.8,13.7,16.7,1067,0,1,birch,,,,
21.2,13.7,16.7,1067,0,1,birch,,,,
15.8,13.8,16.7,1067,0,1,birch,,,,
23.1,13.9,16.7,1067,0,1,birch,,,,
27.2,13.9,16.7,1067,0,1,birch,,,,
19.4,14.2,16.7,1067,0,1,birch,,,,
24.8,14.2,16.7,1067,0,1,birch,,,,
27.2,14.3,16.7,1067,0,1,birch,,,,
16.1,14.4,16.7,1067,0,1,birch,,,,
17,14.6,16.7,1067,0,1,birch,,,,
17.2,14.6,16.7,1067,0,1,birch,,,,
20.9,14.8,16.7,1067,0,1,birch,,,,
21.3,14.8,16.7,1067,0,1,birch,,,,
19.4,14.9,16.7,1067,0,1,birch,,,,
22.7,14.9,16.7,1067,0,1,birch,,,,
16.2,15.3,16.7,1067,0,1,birch,,,,
11.4,15.4,16.7,1067,0,1,birch,,,,
22.3,15.5,16.7,1067,0,1,birch,,,,
18.1,15.6,16.7,1067,0,1,birch,,,,
18.2,15.6,16.7,1067,0,1,birch,,,,
24.2,15.6,16.7,1067,0,1,birch,,,,
8,15.8,16.7,1067,0,1,birch,,,,
20.5,15.9,16.7,1067,0,1,birch,,,,
21.6,16,16.7,1067,0,1,birch,,,,
22.5,16.3,16.7,1067,0,1,birch,,,,
19.5,17.2,16.7,1067,0,1,birch,,,,
25.6,17.9,16.7,1067,0,1,birch,,,,
3.6,2.4,14.9,1222,0,1,birch,,,,
6,2.5,14.9,1222,0,1,birch,,,,
2.4,2.7,14.9,1222,0,1,birch,,,,
3.8,2.8,14.9,1222,0,1,birch,,,,
5.5,3.1,14.9,1222,0,1,birch,,,,
3.4,3.3,14.9,1222,0,1,birch,,,,
4.8,3.3,14.9,1222,0,1,birch,,,,
4.9,3.3,14.9,1222,0,1,birch,,,,
5,3.5,14.9,1222,0,1,birch,,,,
4,3.6,14.9,1222,0,1,birch,,,,
8.7,3.9,14.9,1222,0,1,birch,,,,
5.4,4.1,14.9,1222,0,1,birch,,,,
6.8,4.2,14.9,1222,0,1,birch,,,,
6.1,4.4,14.9,1222,0,1,birch,,,,
3.9,4.5,14.9,1222,0,1,birch,,,,
10.3,4.5,14.9,1222,0,1,birch,,,,
6.2,4.7,14.9,1222,0,1,birch,,,,
8.3,4.8,14.9,1222,0,1,birch,,,,
6.2,4.9,14.9,1222,0,1,birch,,,,
4.4,5,14.9,1222,0,1,birch,,,,
9.2,5.4,14.9,1222,0,1,birch,,,,
8.3,5.6,14.9,1222,0,1,birch,,,,
4.3,5.7,14.9,1222,0,1,birch,,,,
9.7,5.8,14.9,1222,0,1,birch,,,,
12.8,6.2,14.9,1222,0,1,birch,,,,
14.3,6.2,14.9,1222,0,1,birch,,,,
9.9,7.2,14.9,1222,0,1,birch,,,,
8.5,7.3,14.9,1222,0,1,birch,,,,
10.4,7.9,14.9,1222,0,1,birch,,,,
9.4,8.1,14.9,1222,0,1,birch,,,,
12.1,8.1,14.9,1222,0,1,birch,,,,
12.3,8.2,14.9,1222,0,1,birch,,,,
10,8.3,14.9,1222,0,1,birch,,,,
15.2,8.4,14.9,1222,0,1,birch,,,,
21.3,8.8,14.9,1222,0,1,birch,,,,
10.9,9.1,14.9,1222,0,1,birch,,,,
23.9,9.1,14.9,1222,0,1,birch,,,,
10.1,9.2,14.9,1222,0,1,birch,,,,
10.6,9.2,14.9,1222,0,1,birch,,,,
12.7,9.2,14.9,1222,0,1,birch,,,,
14.5,9.2,14.9,1222,0,1,birch,,,,
12.8,9.3,14.9,1222,0,1,birch,,,,
12.5,9.4,14.9,1222,0,1,birch,,,,
13.6,9.4,14.9,1222,0,1,birch,,,,
16.3,9.4,14.9,1222,0,1,birch,,,,
18.7,9.5,14.9,1222,0,1,birch,,,,
9.4,9.6,14.9,1222,0,1,birch,,,,
21.3,9.6,14.9,1222,0,1,birch,,,,
14.5,9.7,14.9,1222,0,1,birch,,,,
14.7,9.7,14.9,1222,0,1,birch,,,,
15.3,9.7,14.9,1222,0,1,birch,,,,
11.3,9.8,14.9,1222,0,1,birch,,,,
14.9,9.8,14.9,1222,0,1,birch,,,,
18.6,9.8,14.9,1222,0,1,birch,,,,
17.3,10,14.9,1222,0,1,birch,,,,
21.8,10,14.9,1222,0,1,birch,,,,
14.8,10.2,14.9,1222,0,1,birch,,,,
21,10.3,14.9,1222,0,1,birch,,,,
13.3,10.4,14.9,1222,0,1,birch,,,,
14.5,10.5,14.9,1222,0,1,birch,,,,
16.4,10.6,14.9,1222,0,1,birch,,,,
24.7,10.6,14.9,1222,0,1,birch,,,,
11.9,10.7,14.9,1222,0,1,birch,,,,
15.5,10.7,14.9,1222,0,1,birch,,,,
19.7,10.7,14.9,1222,0,1,birch,,,,
12.3,10.8,14.9,1222,0,1,birch,,,,
18,10.8,14.9,1222,0,1,birch,,,,
20.4,10.8,14.9,1222,0,1,birch,,,,
