"CW","D","SD","CLR","plot"
4.1435,15.1,1077,0.44,"27"
2.945,16.3,1466,0.34,"28"
2.92,15.1,1466,0.36,"28"
3.07,11.9,1466,0.54,"28"
3.06,13.4,1466,0.41,"28"
2.33,8.9,1466,0.55,"28"
2.72,14,1466,0.46,"28"
3.03,12,1466,0.62,"28"
2.3,8.6,1466,0.44,"28"
2.5,10.8,1466,0.4,"28"
2.7,6,1466,0.36,"28"
3,11.7,1466,0.39,"28"
3.25,19.2,1466,0.55,"28"
2.75,10.5,1466,0.5,"28"
3.35,14.6,1466,0.58,"28"
1.55,4.2,1466,0.18,"28"
2.95,14.3,1466,0.47,"28"
3.1,15.5,1466,0.33,"28"
3.15,13.4,1466,0.28,"28"
3.14,14.9,1466,0.46,"28"
3.06,15.9,1466,0.46,"28"
2.315,8.9,1466,0.19,"28"
2.1,7.5,1466,0.44,"28"
3.125,15.1,1466,0.63,"28"
4.04,16.7,1466,0.43,"28"
3.755,11.9,1466,0.53,"28"
3.52,15.1,1466,0.49,"28"
2.77,11.6,1466,0.36,"28"
2.845,15.1,1466,0.41,"28"
2.37,7.2,1466,0.56,"28"
2.27,7,1466,0.19,"28"
3.32,22,1466,0.36,"28"
2.52,4.8,1466,0.76,"28"
2.81,7,1466,0.03,"28"
2.8,21.4,1466,0.44,"28"
2.74,12.8,1466,0.19,"28"
2.405,9.1,1466,0.37,"28"
2.215,12.1,1466,0.41,"28"
2.325,4.1,1511,0.18,"32"
2.48,6.9,1511,0.27,"32"
2.455,8.6,1511,0.39,"32"
2.97,7.1,1511,0.16,"32"
2.32,7.3,1511,0.19,"32"
2.355,8.9,1511,0.29,"32"
3.335,6.1,1511,0.32,"32"
3.65,8.2,1511,0.25,"32"
3.71,11.8,1511,0.33,"32"
2.14,7.2,1511,0.16,"32"
2.68,11.2,1511,0.19,"32"
2.895,5.4,1511,0.61,"32"
2.465,7.8,1511,0.2,"32"
1.835,5.8,1511,0.24,"32"
2.04,5.5,1511,0.71,"32"
3.04,11.7,1511,0.39,"32"
3.58,11.7,1511,0.35,"32"
3.07,8.6,1511,0.4,"32"
3,8.9,1511,0.35,"32"
3.16,9.7,1511,0.4,"32"
1.99,4.1,1511,0.36,"32"
3.085,8.3,1511,0.41,"32"
3.085,11,1511,0.5,"32"
3.11,8.7,1511,0.56,"32"
3.035,10.6,1511,0.32,"32"
2.875,8.7,1511,0.26,"32"
2.285,9.9,1511,0.34,"32"
2.755,9.1,1511,0.32,"32"
2.635,7.5,1511,0.23,"32"
1.975,8.5,1511,0.33,"32"
2.22,6.5,1511,0.35,"32"
1.815,5.4,1511,0.14,"32"
1.71,7.7,1511,0.16,"32"
1.97,9.5,1511,0.2,"32"
1.915,5.4,1511,0.45,"32"
2.68,11.1,1511,0.55,"32"
2.02,5.7,1511,0.67,"32"
2.915,14.8,1511,0.5,"32"
3.01,12.2,1511,0.46,"32"
2.845,13.1,1511,0.35,"32"
3.51,13.4,1511,0.4,"32"
4.23,20.9,1511,0.55,"32"
3.125,11.5,1511,0.36,"32"
2.5,7.8,1511,0.39,"32"
2.425,5.8,1511,0.59,"32"
3.155,13.7,1511,0.5,"32"
3.26,12.1,1511,0.41,"32"
1.94,5.4,1511,0.31,"32"
2.47,9.4,1511,0.38,"32"
2.835,9.8,1511,0.42,"32"
2.7,9.6,1511,0.23,"32"
2.94,10,1511,0.44,"32"
5.02,28.1,1511,0.58,"32"
3.49,15.3,1511,0.4,"32"
2.145,6.3,1511,0.65,"32"
2.2,16,1511,0.31,"32"
2.48,20.4,1511,0.33,"32"
3.015,19.5,1511,0.42,"32"
2.39,8.7,1511,0.62,"32"
2.07,6.1,1511,0.61,"32"
3.11,6.4,1511,0.69,"32"
2.885,4.8,1511,0.42,"32"
4.04,19.1,1511,0.36,"32"
4.215,19.2,1511,0.5,"32"
2.19,6.7,1511,0.78,"32"
2.805,14.6,1511,0.61,"32"
3.5,14.2,1511,0.55,"32"
3.845,15.4,1511,0.23,"32"
2.545,13.1,1511,0.33,"32"
3.015,15.6,1511,0.6,"32"
3.48,18.5,1511,0.38,"32"
2.265,9.5,1511,0.37,"32"
3.55,18.3,1511,0.38,"32"
2.265,11.9,1766,0.35,"33"
2.24,13.2,1766,0.49,"33"
2.485,14.7,1766,0.43,"33"
0.9,5.9,1766,0.25,"33"
1.45,9,1766,0.36,"33"
1.31,14.7,1766,0.41,"33"
3.085,15.1,1766,0.64,"33"
3.615,17.3,1766,0.52,"33"
4.35,18.7,1766,0.36,"33"
2.23,10.6,1766,0.25,"33"
3.165,12.6,1766,0.43,"33"
2.84,11.3,1766,0.4,"33"
1.77,7,1766,0.45,"33"
2.66,9,1766,0.51,"33"
3.49,18.8,1766,0.4,"33"
3.21,13.3,1766,0.45,"33"
3.245,16.8,1766,0.4,"33"
2.085,6.5,1766,0.38,"33"
2.675,11.4,1766,0.37,"33"
3.215,14.2,1766,0.53,"33"
2.295,14.8,1766,0.04,"33"
1.51,9.5,1766,0.14,"33"
2.795,12.7,1766,0.25,"33"
2.475,10.5,1766,0.3,"33"
4.135,19.9,1766,0.61,"33"
1.715,7.1,1766,0.39,"33"
1.925,10.2,1766,0.31,"33"
2.365,10.9,1766,0.4,"33"
3.07,14.1,1766,0.56,"33"
2.855,15.9,1766,0.44,"33"
2.785,13.2,1766,0.54,"33"
3.295,14.6,1766,0.49,"33"
1.785,6,1766,0.68,"33"
2.725,15.3,1766,0.54,"33"
2.305,7.6,1766,0.29,"33"
2.425,6.9,1766,0.31,"33"
3.4,11,1766,0.44,"33"
2.875,8.6,1766,0.26,"33"
3.795,15.6,1766,0.62,"33"
1.3,7.2,1766,0.19,"33"
2.32,13.7,1766,0.32,"33"
3.69,19.4,1766,0.6,"33"
4.5695,17.5,1766,0.65,"33"
3.15,9.8,1766,0.53,"33"
3.37,9.5,1766,0.63,"33"
3.935,13.3,1766,0.57,"33"
3.615,12,1766,0.61,"33"
3.565,12.2,1766,0.66,"33"
3.475,6.2,1766,0.22,"33"
2.86,12.4,1766,0.64,"33"
2.92,11.6,1766,0.44,"33"
3.495,15.3,1766,0.58,"33"
3.695,15.2,1766,0.33,"33"
3.305,10.5,1766,0.31,"33"
2.7,11.4,1766,0.39,"33"
3.22,18.6,1766,0.34,"33"
2.675,10.8,1766,0.4,"33"
1.62,9.5,1766,0.21,"33"
2.9,15.9,1766,0.41,"33"
3.125,16.2,1766,0.64,"33"
1.1,8.7,1766,0.48,"33"
2.195,13.7,1766,0.66,"33"
3.595,21,1766,0.53,"33"
3.32,15.4,1766,0.6,"33"
3.17,15.8,1766,0.36,"33"
3.06,16.4,1766,0.31,"33"
2.255,10.7,1766,0.25,"33"
1.935,7.5,1766,0.06,"33"
2.755,13.2,1766,0.35,"33"
2.035,8.9,1766,0.29,"33"
2.18,8.8,1766,0.17,"33"
1.635,7.8,1766,0.26,"33"
4.65,22.3,1766,0.57,"33"
2.015,6.9,1766,0.55,"33"
2.02,8.6,1766,0.41,"33"
3.08,13.3,1766,0.46,"33"
2.905,10.3,1766,0.57,"33"
3.16,14.3,1766,0.56,"33"
3.71,16,1766,0.45,"33"
2.815,12.6,1766,0.35,"33"
3.215,17.3,1766,0.54,"33"
1.23,5.2,1766,0.58,"33"
2.63,14.1,1766,0.29,"33"
2.97,14.1,1766,0.45,"33"
2.795,14.1,1766,0.45,"33"
2.425,12.6,1766,0.42,"33"
2.35,7.8,1766,0.32,"33"
2.24,15.6,1766,0.47,"33"
2.445,12.5,1766,0.21,"33"
2.74,12.9,1766,0.57,"33"
2.46,9.7,1766,0.44,"33"
2.055,7.6,1766,0.27,"33"
1.56,6.7,1766,0.28,"33"
2.99,13.9,1766,0.31,"33"
3.045,12.3,1766,0.28,"33"
2.71,8.5,1766,0.41,"33"
2.45,10.6,1766,0.35,"33"
4.055,17.7,1766,0.51,"33"
2.205,6.6,1766,0.27,"33"
3.305,10.8,1766,0.37,"33"
3.41,16.6,1766,0.43,"33"
2.28,8.5,1766,0.3,"33"
3.655,16.5,1766,0.49,"33"
3.535,15.9,1766,0.22,"33"
3.615,15.4,1766,0.3,"33"
2.755,10.9,1766,0.47,"33"
2.82,15.2,1766,0.53,"33"
2.945,9.9,1766,0.42,"33"
1.835,7,1766,0.45,"33"
2.72,13.2,1766,0.45,"33"
2.315,6,1766,0.37,"33"
3.75,15.6,1766,0.58,"33"
2.545,4.8,1766,0.28,"33"
1.99,8.3,1766,0.25,"33"
2.945,17.3,1766,0.46,"33"
2.595,16,1766,0.34,"33"
2.485,9.4,1766,0.43,"33"
1.125,3.7,1766,0.69,"33"
1.25,3.8,1766,0.64,"33"
2.78,13.3,1766,0.47,"33"
2.345,6.4,1766,0.49,"33"
3.09,13.8,1766,0.34,"33"
3.345,19.6,1766,0.45,"33"
2.645,12.8,1766,0.34,"33"
2.26,6,1766,0.49,"33"
3,4.8,1733,0.83,"35"
4.725,12.7,1733,0.72,"35"
4.57,19,1733,0.82,"35"
2.995,6.5,1733,0.82,"35"
2.8,9,1733,0.83,"35"
2.89,5.1,1733,0.72,"35"
3.07,5.8,1733,0.82,"35"
2.955,7.1,1733,0.73,"35"
2.61,6,1733,0.66,"35"
2.53,3.5,1733,0.93,"35"
4.11,15,1088,0.57,"36"
5.245,16.6,1088,0.16,"36"
5.15,18.9,1088,0.55,"36"
2.605,6.9,1644,0.8,"37"
2.575,2.9,1644,0.76,"37"
2.29,4.3,1644,0.65,"37"
2.615,5.4,1644,0.72,"37"
3.14,7.9,1644,0.82,"37"
1.625,3.1,1644,0.48,"37"
1.51,3.2,1644,0.56,"37"
1.985,3.3,1644,0.73,"37"
1.815,3.5,1644,0.5,"37"
1.73,2.7,1644,0.45,"37"
1.94,3.3,1644,0.56,"37"
2.075,5,1644,0.61,"37"
2.065,4.4,1644,0.45,"37"
1.98,4.3,1644,0.69,"37"
2.165,5.6,1644,0.73,"37"
2.245,5.9,1644,0.61,"37"
1.89,4.3,1644,0.46,"37"
2.045,3.7,1644,0.46,"37"
2.025,4.1,1644,0.86,"37"
2.165,3.6,1644,0.83,"37"
2.355,3.6,1644,0.85,"37"
1.715,4.8,1644,0.79,"37"
1.905,2.7,1644,0.64,"37"
2.21,3.7,1644,0.78,"37"
2.135,5,1644,0.62,"37"
2.855,3.8,1644,0.66,"37"
1.99,3.1,1644,0.73,"37"
1.7,2.9,1644,0.83,"37"
2.04,4.1,1644,0.7,"37"
1.84,2.6,1644,0.5,"37"
1.82,3.6,1644,0.53,"37"
2.48,5.3,1644,0.69,"37"
2.305,5.1,1644,0.62,"37"
2.545,3.7,1644,0.46,"37"
2.24,4.2,1644,0.69,"37"
2.545,3.7,1644,0.68,"37"
2.225,3,1644,0.83,"37"
2.055,3.2,1644,0.8,"37"
2.295,4,1644,0.79,"37"
2.075,3.9,1644,0.87,"37"
2.225,3,1644,0.89,"37"
1.545,2.9,1644,0.74,"37"
1.715,3.8,1644,0.68,"37"
2.4,5,1644,0.62,"37"
2.94,6,1644,0.65,"37"
2.925,5.2,1644,0.67,"37"
2.385,3.6,1644,0.64,"37"
2.34,3.3,1644,0.56,"37"
1.68,2.8,1644,0.59,"37"
2.245,3.3,1644,0.53,"37"
2.48,3.7,1644,0.68,"37"
2.485,3.5,1644,0.71,"37"
2.685,4,1644,0.7,"37"
2.285,4,1644,0.58,"37"
2.515,4.5,1644,0.59,"37"
2.515,3.9,1644,0.5,"37"
2.19,2.9,1644,0.61,"37"
2.91,6.9,1644,0.7,"37"
1.92,3.6,1644,0.48,"37"
1.475,3.2,1644,0.79,"37"
1.94,5.2,1644,0.55,"37"
2.025,3.2,1644,0.7,"37"
2.205,4.8,1644,0.66,"37"
2.245,4.5,1644,0.71,"37"
5.25,21.5,1644,0.92,"37"
4.78,18.6,1644,0.9,"37"
2.155,4.4,1644,0.77,"37"
2.155,4.4,1644,0.77,"37"
3.175,11.4,1644,0.9,"37"
3.33,7.2,1644,0.67,"37"
1.925,3.7,1644,0.85,"37"
1.625,5.6,1644,0.53,"37"
1.925,6.3,1644,0.71,"37"
2.425,4,1644,0.8,"37"
2.375,4.5,1644,0.78,"37"
2.25,5.6,1644,0.74,"37"
1.98,3.6,1644,0.73,"37"
2.175,2.8,1644,0.87,"37"
2.295,4.4,1644,0.91,"37"
2.545,5.3,511,0.89,"40"
2.105,3.3,1522,0.95,"41"
2.24,2.9,1522,0.87,"41"
3.585,10.8,1522,0.81,"41"
4.455,15.4,1522,0.78,"41"
4.825,13.7,1522,0.91,"41"
4.61,12.5,1522,0.98,"41"
3.185,11.6,1522,0.8,"41"
1.945,5.6,1522,0.87,"41"
2.95,13.6,1522,0.83,"41"
2.7,11.6,1522,0.76,"41"
2.03,2.6,1522,0.79,"41"
2.715,5.2,1522,0.85,"41"
3.05,7.6,1522,0.89,"41"
3.515,7.2,1522,0.8,"41"
2.32,3.2,1522,0.89,"41"
2.33,3.2,1522,0.7,"41"
2.385,2.5,1522,0.88,"41"
3.61,24.8,522,0.85,"43"
3.785,23,522,0.81,"43"
1.86,3.2,1977,0.77,"44"
3.615,11.4,1977,0.65,"44"
2.61,9.6,1977,0.4,"44"
3.75,8.9,1977,0.88,"44"
3,12.8,1022,0.71,"48"
3.55,19.8,1022,0.71,"48"
3.45,17.9,1022,0.51,"48"
3.5,16.1,1022,0.56,"48"
2.8,13.3,1022,0.65,"48"
3.65,14.8,1022,0.74,"48"
2.35,6.3,1022,0.44,"48"
3.45,18.6,1022,0.59,"48"
2.85,17.6,1022,0.53,"48"
2.95,12,1022,0.69,"48"
2.65,11.5,1022,0.53,"48"
2.45,11,1022,0.6,"48"
3.9,18.2,1022,0.71,"48"
3.55,17.5,1022,0.66,"48"
2.8,14.1,1022,0.68,"48"
2.35,3.8,1022,0.22,"48"
2.8,8.1,1022,0.57,"48"
2.6,6.8,1022,0.38,"48"
4.5,23.8,1022,0.59,"48"
3.65,16.2,1022,0.56,"48"
2.55,6.5,1022,0.55,"48"
3.35,12.4,1022,0.69,"48"
2.95,8.6,1022,0.45,"48"
2.55,4.2,1022,0.17,"48"
4,13.7,1022,0.61,"48"
3.15,9.8,1022,0.83,"48"
4.3,25.3,1022,0.76,"48"
2.7,6.1,1022,0.66,"48"
3.7,22,1022,0.7,"48"
3.1,8.4,1022,0.51,"48"
5.8,32.1,1022,0.77,"48"
2.895,11.9,1022,0.46,"48"
4.015,24.7,1022,0.53,"48"
3.5,14.9,1022,0.65,"48"
2.795,10.5,1022,0.67,"48"
3.075,14.2,1022,0.67,"48"
3.12,8.1,1022,0.49,"48"
4.705,22.7,1022,0.7,"48"
3.56,16.5,1022,0.68,"48"
3.105,10.5,1022,0.57,"48"
4.47,14.4,1022,0.59,"48"
4.395,13.1,1022,0.33,"48"
3.875,16.9,1022,0.62,"48"
4.465,23.6,1022,0.65,"48"
4.905,25.1,1022,0.6,"48"
5.355,26.8,1022,0.56,"48"
4.1,23.5,1022,0.65,"48"
4.885,22.5,1022,0.56,"48"
3.205,13.4,1022,0.66,"48"
2.39,9.6,1022,0.51,"48"
3.78,21.7,1022,0.56,"48"
3.24,6,1022,0.48,"48"
5.46,28.5,1022,0.61,"48"
2.99,9.8,1022,0.76,"48"
3.89,18.5,1022,0.54,"48"
1.71,3.5,1022,0.58,"48"
1.835,4.6,1022,0.56,"48"
5.34,26.3,1022,0.62,"48"
5.02,25.6,1022,0.59,"48"
5.475,33.1,1022,0.75,"48"
4.88,31.2,1022,0.57,"48"
4.085,18.4,1022,0.5,"48"
3.515,7.3,1022,0.64,"48"
3.31,16.7,1022,0.55,"48"
3.41,9,1022,0.52,"48"
4.865,29.8,1022,0.6,"48"
3.425,14.4,1022,0.53,"48"
2.76,6.1,1022,0.44,"48"
3.875,23.1,1022,0.69,"48"
3.08,6.8,1022,0.49,"48"
3.505,28.6,1022,0.53,"48"
3.245,12.3,1022,0.59,"48"
3.565,16,1022,0.69,"48"
3.45,18.9,1022,0.63,"48"
4.185,24.5,1022,0.68,"48"
3.7,14.4,588,0.71,"49"
3.15,9.4,588,0.56,"49"
6.65,25,588,0.78,"49"
6.35,18.6,588,0.68,"49"
7.5,18.6,588,0.72,"49"
5.2,13.2,588,0.84,"49"
5.5,21.4,588,0.61,"49"
6.25,17.5,588,0.7,"49"
1.8,5.2,588,0.79,"49"
5.3,14.8,588,0.8,"49"
5.7,20.1,588,0.78,"49"
3.2,8,588,0.66,"49"
2.65,3.5,588,0.52,"49"
6.2,18.4,588,0.77,"49"
5.35,13.5,588,0.6,"49"
4.45,17.1,588,0.81,"49"
6.8,24.7,588,0.75,"49"
5,23.6,588,0.62,"49"
3.35,15,588,0.6,"49"
2.65,10.5,588,0.52,"49"
4.85,15.5,588,0.79,"49"
3.25,10.2,588,0.67,"49"
4.5,12.9,588,0.7,"49"
4,14.1,588,0.67,"49"
3,14.9,588,0.77,"49"
5.45,14.2,588,0.71,"49"
5.65,15.2,588,0.79,"49"
5.4,20.2,588,0.79,"49"
4.05,9.6,588,0.61,"49"
7,16.3,588,0.82,"49"
4.45,9.1,588,0.71,"49"
4.65,14.6,588,0.81,"49"
5.35,15.1,588,0.74,"49"
4.85,17.8,588,0.67,"49"
4.85,15.2,588,0.81,"49"
6.55,14.4,588,0.68,"49"
5.55,31.5,588,0.84,"49"
5.25,19.7,588,0.74,"49"
4.85,16,588,0.55,"49"
3.25,9.5,588,0.51,"49"
3.2,7.4,588,0.63,"49"
4.1,7.2,588,0.64,"49"
2.4,5.3,588,0.6,"49"
5.2,15.7,588,0.81,"49"
3.8,9.1,588,0.69,"49"
7.2,18.5,588,0.75,"49"
6.15,22.1,588,0.84,"49"
3.95,10.1,588,0.71,"49"
5.4,18.2,588,0.7,"49"
6.55,20.3,588,0.81,"49"
3.55,14.7,588,0.52,"49"
6.35,15.6,588,0.73,"49"
3.15,8.1,1511,0.66,"50"
2.45,6.5,1511,0.51,"50"
5.5,19,1511,0.79,"50"
2.15,5.1,1511,0.63,"50"
4.35,13.6,1511,0.71,"50"
1.15,2.6,1511,0.64,"50"
3.15,5.8,1511,0.75,"50"
4.85,16.5,1511,0.79,"50"
2.05,4.6,1511,0.59,"50"
4.6,16.5,1511,0.45,"50"
2.25,5,1511,0.51,"50"
2.9,5.4,1511,0.43,"50"
5.35,20.6,1511,0.59,"50"
3.25,10.6,1511,0.55,"50"
4.35,11.7,1511,0.55,"50"
3.4,12.3,1511,0.37,"50"
4.25,26.7,1511,0.85,"50"
3.95,7.9,1511,0.56,"50"
4.35,16.8,1511,0.71,"50"
3.9,14.6,1511,0.67,"50"
4.15,18.9,1511,0.73,"50"
3.1,8.1,1511,0.55,"50"
1.75,3.4,1511,0.31,"50"
1.3,3,1511,0.27,"50"
4.55,16.7,1511,0.75,"50"
3.45,8.3,1511,0.7,"50"
7.3,28.2,1511,0.79,"50"
5.35,19.4,1511,0.88,"50"
4.25,18.3,1511,0.84,"50"
5.45,19.6,1511,0.85,"50"
3.39,11.8,1511,0.73,"50"
3.35,13.2,1511,0.81,"50"
2.65,9,1511,0.54,"50"
7.45,24.4,1511,0.78,"50"
4.8,17.1,1511,0.72,"50"
6.75,31.3,1511,0.82,"50"
4.45,12.9,1511,0.57,"50"
5.55,16.3,1511,0.81,"50"
5.65,16,1511,0.7,"50"
5.65,16.7,1511,0.63,"50"
5.7,14.7,1511,0.68,"50"
4.75,17.2,1511,0.52,"50"
2.1,5.8,1511,0.59,"50"
2.8,7,1511,0.56,"50"
2.95,8.5,1511,0.45,"50"
1.6,4.1,1511,0.51,"50"
4.6,15.9,1511,0.71,"50"
2.5,6.5,1511,0.57,"50"
2.8,13.1,1511,0.61,"50"
4.85,21.7,1511,0.73,"50"
3.4,8.9,1511,0.48,"50"
2.8,4,1511,0.41,"50"
3.25,8.2,1511,0.69,"50"
3.75,8.9,1511,0.73,"50"
4.35,23.6,1511,0.64,"50"
5,17.4,1511,0.7,"50"
6.25,12.6,1511,0.55,"50"
6.75,14.2,1511,0.56,"50"
5.1,13.7,1511,0.64,"50"
4.35,11.2,1511,0.61,"50"
1.5,3.5,1511,0.46,"50"
2.05,6.6,1511,0.37,"50"
2.2,6.8,1511,0.39,"50"
5.95,22.6,1511,0.85,"50"
4.25,11.6,1511,0.77,"50"
4.5,13.6,1511,0.67,"50"
1.45,6.4,1511,0.51,"50"
6.35,19.3,1511,0.7,"50"
4.8,10.4,1511,0.62,"50"
2.2,10.3,1511,0.58,"50"
3.05,7.9,1511,0.73,"50"
6.35,17.5,1511,0.56,"50"
6.35,22.6,1511,0.82,"50"
2.6,5.2,1511,0.64,"50"
1.75,2.8,1511,0.57,"50"
2.95,5,1511,0.86,"50"
2.15,4.7,1511,0.86,"50"
1.75,5.2,1511,0.93,"50"
2.6,3,1511,0.74,"50"
2.1,4.9,1511,0.6,"50"
3,5.8,1511,0.82,"50"
2.7,5.6,1511,0.67,"50"
2.2,3.2,1511,0.58,"50"
2.55,5.4,1511,0.73,"50"
2.3,4.8,1511,0.74,"50"
2.05,3.5,1511,0.61,"50"
1.5,5.8,1511,0.32,"50"
0.8,3.3,1511,0.24,"50"
3.2,10.5,1511,0.67,"50"
2.05,3.2,1511,0.75,"50"
4,21.2,1511,0.74,"50"
4.15,20.5,1511,0.75,"50"
3.55,13.9,1511,0.59,"50"
2.55,7.5,1511,0.52,"50"
2.9,6.6,1511,0.52,"50"
3.2,6.9,1511,0.48,"50"
5,18.1,1511,0.73,"50"
5.75,16.2,1511,0.66,"50"
4.1,10.4,1511,0.66,"50"
1.7,5.2,1511,0.5,"50"
2.2,3.8,1511,0.33,"50"
5.95,21.3,1511,0.7,"50"
3.6,8.9,1511,0.57,"50"
2.7,3.5,1511,0.51,"50"
2.65,7,1511,0.4,"50"
5.35,21.3,1511,0.86,"50"
3.25,7.8,1511,0.54,"50"
3.3,5.3,1511,0.48,"50"
4.15,15.8,1511,0.83,"50"
5.4,11.2,1511,0.76,"50"
5.25,23.4,1511,0.79,"50"
4.1,15.2,1511,0.47,"50"
2.95,10.1,1511,0.38,"50"
3.2,8.9,1511,0.58,"50"
1.85,13.1,1511,0.57,"50"
3.6,13.4,1511,0.85,"50"
5.35,19.9,1511,0.75,"50"
5.1,12.2,1511,0.78,"50"
2.45,5.3,1511,0.34,"50"
4.85,18.2,1511,0.82,"50"
4.2,12.8,1511,0.72,"50"
2.4,3.6,1511,0.55,"50"
2.7,5.6,1511,0.82,"50"
2.8,3.8,1511,0.94,"50"
5.65,20.9,1511,0.83,"50"
3.95,7.9,1511,0.68,"50"
5.4,12.3,1511,0.73,"50"
2.76,7.5,1133,0.65,"47"
2.485,8,1133,0.62,"47"
2.025,4.3,1133,0.42,"47"
2.74,16.2,822,0.79,"48"
2.45,10.1,822,0.6,"48"
3.335,22.1,822,0.52,"48"
3.045,22.3,822,0.58,"48"
3.875,25.9,822,0.82,"48"
3.955,25.6,822,0.72,"48"
4.5,23.1,822,0.71,"48"
3.295,21.9,822,0.72,"48"
3.605,27.3,822,0.47,"48"
3.72,23.2,822,0.42,"48"
3.65,22.6,822,0.62,"48"
2.48,15.1,822,0.33,"48"
3.18,18.6,822,0.62,"48"
4.195,21.8,822,0.3,"48"
3.36,28.9,822,0.29,"48"
2.47,15.6,822,0.43,"48"
2.73,12.1,822,0.25,"48"
2.75,12.7,822,0.41,"48"
3.595,22.7,822,0.54,"48"
3.02,17,822,0.48,"48"
2.915,13.9,822,0.34,"48"
3.455,23,822,0.37,"48"
3.495,21.2,822,0.62,"48"
2.455,12.4,822,0.62,"48"
4.13,27.6,822,0.55,"48"
4.12,27.3,822,0.6,"48"
3.54,23.1,822,0.51,"48"
4.17,29.6,822,0.74,"48"
3.35,25.8,822,0.54,"48"
2.585,24,822,0.47,"48"
4.375,26.8,822,0.56,"48"
2.255,8.4,822,0.52,"48"
4.08,24,822,0.33,"48"
2.29,8.8,822,0.47,"48"
4.05,24.1,822,0.49,"48"
5.41,27.1,822,0.59,"48"
3.955,23.4,822,0.5,"48"
4.875,25.8,822,0.52,"48"
4.145,24.9,822,0.68,"48"
5.24,30.5,822,0.71,"48"
3.315,15,822,0.35,"48"
2.25,9.4,822,0.64,"48"
3.485,25.9,822,0.47,"48"
3.7,25,822,0.34,"48"
3.67,17.9,822,0.38,"48"
3.115,20.7,822,0.46,"48"
1.71,4.3,822,0.26,"48"
5.225,30.6,822,0.59,"48"
3.845,24.4,822,0.57,"48"
2.845,16.7,822,0.53,"48"
2.765,16.3,822,0.27,"48"
2.32,7.4,822,0.32,"48"
4.975,29,822,0.5,"48"
4.54,28.2,822,0.43,"48"
4.055,19.8,822,0.53,"48"
3.98,24.3,822,0.51,"48"
3.47,21.1,822,0.58,"48"
3.89,23.7,822,0.43,"48"
3.815,26.6,822,0.49,"48"
3.48,21.4,822,0.4,"48"
1.96,5.4,822,0.59,"48"
3.41,23.3,822,0.45,"48"
2.75,11.2,822,0.57,"48"
3.625,23.2,822,0.52,"48"
3.205,15.1,822,0.5,"48"
2.135,11.8,822,0.38,"48"
3.59,25.2,822,0.36,"48"
3.84,21.5,822,0.46,"48"
4.115,24.8,822,0.38,"48"
5.69,15.6,2155,0.41,"49"
5.67,11.5,2155,0.43,"49"
3.255,12.1,2155,0.18,"49"
3.83,9.2,2155,0.34,"49"
4.585,12.4,2155,0.35,"49"
3.355,9.9,2155,0.45,"49"
4.565,13.2,2155,0.19,"49"
2.84,7.2,2155,0.39,"49"
3.205,9.2,2155,0.36,"49"
2.28,7.6,2155,0.36,"49"
3.165,9.9,2155,0.28,"49"
2.21,7.5,2155,0.21,"49"
3.44,11.4,2155,0.33,"49"
3.855,10.5,2155,0.33,"49"
3.205,7.9,2155,0.32,"49"
4.79,17.78,2155,0.41,"49"
3.245,16.6,2155,0.48,"49"
3.695,13.6,2155,0.37,"49"
2.385,7.2,2155,0.24,"49"
3.435,7.1,2155,0.29,"49"
3.98,11.4,2155,0.36,"49"
3,3.6,2155,0.08,"49"
2.605,5.2,2155,0.28,"49"
4.815,12.2,2155,0.28,"49"
1.9,8.3,2155,0.32,"49"
4.64,13.6,2155,0.52,"49"
3.885,8.9,2155,0.47,"49"
3.78,10.2,2155,0.2,"49"
3.42,9.6,2155,0.28,"49"
4.49,11.3,2155,0.47,"49"
5.71,13.2,2155,0.31,"49"
3.905,8.1,2155,0.36,"49"
3.715,14.6,2155,0.25,"49"
4.21,9.7,2155,0.22,"49"
4.165,13.5,2155,0.19,"49"
3.525,8.1,2155,0.4,"49"
3.87,8.6,2155,0.26,"49"
4.42,8.2,2155,0.3,"49"
3.78,6.4,2155,0.19,"49"
3.36,11.5,2155,0.23,"49"
2.075,8.4,2155,0.29,"49"
2.16,10.1,2155,0.24,"49"
3.695,10.7,2155,0.33,"49"
2.54,7,2155,0.44,"49"
2.24,4.4,2155,0.33,"49"
3.13,7.4,2155,0.25,"49"
2.55,7.9,2155,0.35,"49"
2.82,5.2,2155,0.29,"49"
3.165,9.6,2155,0.31,"49"
3.495,7.2,2155,0.24,"49"
3.44,10.2,2155,0.19,"49"
2.7815,6.7,2155,0.47,"49"
2.38,10.2,2155,0.38,"49"
2.575,2.7,2155,0.17,"49"
3.06,7.5,2155,0.51,"49"
4.14,6.7,2155,0.33,"49"
2.705,8.2,2155,0.22,"49"
2.48,3.6,2155,0.18,"49"
3.795,12.1,2155,0.31,"49"
3.025,7.1,2155,0.18,"49"
3.9,7.9,2155,0.23,"49"
4.67,15.9,2155,0.44,"49"
4.545,14.6,2155,0.27,"49"
3.975,10.9,2155,0.41,"49"
2.29,7.4,2155,0.15,"49"
2.335,13.4,2155,0.25,"49"
3.57,12.4,2155,0.17,"49"
3.305,11.5,2155,0.15,"49"
3.09,10.2,2155,0.32,"49"
3.265,14.4,2155,0.49,"49"
3.085,13.1,2155,0.29,"49"
3.4,12.6,2155,0.32,"49"
