agb,plot1,plot2,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101
12.77202236,2,2,0.408549,0.591451,0.250889,0.10343,0.042373,0.1,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0.16,0.16,0.18,0.24,0.69,1.23,0.67,0.424736,1.12139,0.05,22.905755,0.02,2.27,0.1,0.19195,0.13,0.1,0.1,0.11,0.12,0.13,0.13,0.15,0.17,0.2,0.45,0.8,0.92,1.15,1.36,1.845,4.298594,0.288406,0.215251,0.046333,0.92907,0.016353,0.007921,0.018363,0.016314,0.007211,0.002561,0.001143,0.000906,0.000118,3032.039889,0.138126,22826,33846,34990,36052,36389,36675,37179,37717,38441,39519,40249,41503,43796,44295,45195,15.592169,1685,47703,37500.14761,37494,28,-2.714769,26829673.73,5179.73684,12736,31316,34519,35758,36152,36460,36979,37494,38123,39097,39722,40622,43573,44199,45068,3860
9.247311045,2,2,0.438352,0.561648,0.275589,0.144638,0.064598,0.1,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0.15,0.16,0.17,0.27,0.98,1.31,0.88,0.481689,1.21804,0.05,12.354557,0.02,1.88,0.1,0.214984,0.13,0.1,0.1,0.11,0.12,0.13,0.14,0.15,0.18,0.63,0.95,1.01,1.08,1.23,1.35,1.57,3.208183,0.338804,0.261859,0.06857,0.900172,0.013323,0.00522,0.01022,0.023944,0.02409,0.01544,0.005767,0.001533,0.000292,3473.58881,0.165002,18392,32079,34659,35836,36176,36480,37079,37761,38579,39275,39712,40328,42267,43250,45000,12.760861,1758,48685,36616.07249,37430,31,-2.78278,36502378.63,6041.719841,9241,23634,33222,35456,35862,36199,36791,37430,38228,39018,39406,39919,41914,42980,44814,3536
38.1741085,1,1,0.342298,0.657702,0.200168,0.259867,0.092568,0.1,0.1,0.11,0.12,0.13,0.14,0.15,0.18,0.23,0.58,0.65,0.69,0.74,0.8,1.26,0.51,0.58536,0.876745,0.52,9.213202,0.07,2.84,0.1,0.353637,0.18,0.1,0.12,0.14,0.19,0.24,0.445,0.63,0.68,0.7,0.73,0.75,0.77,0.935,1.27,2.42,1.823958,0.470308,0.310049,0.09613,0.6542,0.086952,0.23209,0.014208,0.005824,0.002008,0.001104,0.001607,0.001657,0.000301,3095.032504,0.115859,26694,34419,35760,37999,38702,39302,40477,41421,41995,42477,42738,43043,43869,44542,45545,17.551278,1960,48173,39871.20272,41127,1260,-3.015774,21339026.69,4619.418436,18278,33556,35204,37395,38201,38850,40033,41127,41832,42344,42608,42920,43758,44433,45482,4036
114.9991172,2,2,0.456029,0.543971,0.290867,0.207603,0.191976,0.11,0.13,0.22,0.55,0.59,0.61,0.65,0.68,0.71,0.75,0.77,0.8,0.94,1.41,2.07,0.22,0.875275,0.499739,0.18,9.218271,0.09,3.22,0.1,0.698964,0.68,0.14,0.49,0.57,0.63,0.65,0.67,0.7,0.73,0.77,0.82,0.87,0.97,1.62,1.92,2.4,1.718412,0.781384,0.349299,0.12201,0.133116,0.495754,0.290079,0.027485,0.021037,0.019281,0.008683,0.003607,0.00083,0.000128,4039.880384,0.16512,19565,31837,36366,39228,39994,40636,41460,41920,42267,42582,42743,42912,43358,43740,44682,12.942606,1244,48020,39406.03387,41751,98,-3.006681,42337699.65,6506.74263,9840,24908,33012,38201,39213,39982,41136,41751,42151,42490,42661,42838,43298,43678,44610,2749
76.61746858,2,2,0.499804,0.500196,0.330946,0.241228,0.156042,0.11,0.15,0.33,0.49,0.54,0.57,0.62,0.66,0.69,0.73,0.76,0.8,0.98,1.58,2.73,0.33,0.994493,0.608766,0.22,15.038404,0.11,4,0.1,0.708564,0.66,0.16,0.44,0.51,0.6,0.62,0.64,0.68,0.71,0.77,0.87,0.95,1.17,1.99,2.66,3.295,2.894671,0.829533,0.43135,0.186063,0.194347,0.664821,0.075458,0.019534,0.020287,0.009481,0.008277,0.005598,0.001354,0.000813,3851.742188,0.167231,19368,32829,36021,37860,38405,38859,39696,40492,41245,41908,42241,42586,43238,43689,44518,13.663768,2050,48412,38539.23757,40139,19,-3.039924,41537438.17,6444.954474,9060,24384,33932,37158,37866,38406,39296,40140,40945,41695,42050,42422,43142,43611,44441,3836
146.0270386,2,2,0.568581,0.431419,0.40161,0.362395,0.133143,0.11,0.15,0.28,0.48,0.54,0.58,0.64,0.69,0.75,0.83,0.88,0.96,1.26,2.01,3.66,0.84,1.297254,0.760243,0.34,15.369426,0.17,5.45,0.1,0.812317,0.69,0.17,0.43,0.54,0.63,0.67,0.7,0.77,0.85,0.98,1.18,1.51,1.89,2.98,3.68,4.74,3.047305,1.02041,0.617558,0.381378,0.393956,0.489762,0.046207,0.030346,0.014535,0.009614,0.008109,0.004106,0.002295,0.001046,4741.849633,0.189268,18089,30432,35387,38824,39650,40324,41262,41836,42282,42708,42921,43162,43816,44294,45037,10.828706,1633,48506,38917.51108,41567,39,-2.714856,54255615.31,7365.841114,7209,21847,30643,37306,38601,39483,40787,41567,42095,42555,42790,43035,43704,44215,44979,3271
77.96971242,1,1,0.2119,0.7881,0.11376,0.14444,0.102247,0.1,0.1,0.11,0.12,0.12,0.13,0.15,0.17,0.2,0.25,0.28,0.33,0.49,0.74,1.19,0.45,0.4333,0.870667,0.16,11.128618,0.06,1.59,0.1,0.252349,0.17,0.1,0.11,0.12,0.15,0.17,0.19,0.24,0.31,0.39,0.51,0.62,0.75,1.04,1.195,1.425,2.709667,0.334594,0.219712,0.048273,0.697117,0.158728,0.061971,0.026637,0.015747,0.014337,0.012457,0.008853,0.002742,0.00141,2167.306481,0.081807,33665,37056,38345,39756,40270,40716,41502,42120,42595,43056,43328,43597,44324,44878,45940,32.659475,1515,48405,41309.24624,41985,3426,-3.979812,11420297.46,3379.393061,29117,36631,38019,39510,40042,40488,41299,41986,42492,42958,43231,43509,44248,44817,45838,3058
101.0068619,1,1,0.282651,0.717349,0.158697,0.203548,0.093846,0.1,0.11,0.11,0.12,0.13,0.14,0.15,0.17,0.2,0.25,0.28,0.32,0.59,1.21,1.65,1.02,0.6105,1.127492,0.15,10.465404,0.05,2.18,0.1,0.2952,0.17,0.1,0.115,0.13,0.16,0.19,0.21,0.27,0.36,0.64,1.08,1.21,1.32,1.53,1.69,1.925,2.812885,0.444885,0.332835,0.110779,0.7887,0.102839,0.016653,0.014923,0.019789,0.022817,0.018924,0.010273,0.004271,0.000757,3308.047335,0.134502,24970,34313,36779,38754,39385,39879,40725,41537,42302,42935,43256,43577,44367,45027,45805,17.757071,2039,47595,40049.87624,41213,354,-3.277369,29017511.62,5386.790474,13619,31211,35611,38161,38910,39476,40394,41213,42055,42762,43100,43437,44252,44925,45754,3871
78.06039639,1,1,0.341605,0.658395,0.199665,0.21388,0.086914,0.1,0.1,0.11,0.12,0.13,0.13,0.15,0.17,0.2,0.26,0.3,0.36,0.66,1.15,1.68,0.94,0.6171,1.108378,0.17,11.047298,0.06,2.43,0.1,0.302509,0.17,0.1,0.11,0.13,0.17,0.19,0.22,0.3,0.43,0.63,0.99,1.13,1.27,1.54,1.74,2.11,2.79334,0.451591,0.335295,0.112423,0.782854,0.100118,0.033576,0.022235,0.022113,0.019146,0.012032,0.004675,0.002398,0.000813,3140.699232,0.122631,27352,36435,37997,39580,40186,40730,41693,42602,43541,44272,44517,44736,45204,45565,46560,21.171632,2253,49075,41256.62876,42249,243,-3.541175,25596740.5,5059.322139,16345,34228,37397,39129,39786,40325,41360,42249,43256,44107,44407,44655,45146,45503,46461,4331
0.838321469,2,2,0.401975,0.598025,0.245609,0.07216,0.058275,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0.14,0.16,0.16,0.17,0.21,0.33,1.02,0.13,0.332867,0.912903,0.04,23.693739,0.02,1.38,0.1,0.174592,0.14,0.1,0.1,0.11,0.12,0.13,0.13,0.14,0.16,0.17,0.21,0.26,0.62,0.95,1.06,1.21,4.508379,0.236403,0.159386,0.025404,0.921666,0.030413,0.005605,0.004221,0.005432,0.00865,0.011798,0.008235,0.003149,0.000796,2952.151091,0.125506,24009,34129,35122,36139,36489,36783,37368,38026,38919,40071,40741,41825,43532,44082,45144,15.983843,1883,52467,37857.79662,37741,203,-2.625819,22575664.96,4751.385583,16208,32964,34733,35878,36270,36579,37149,37741,38525,39648,40295,41148,43387,43957,45012,4252
115.1353219,2,2,0.583898,0.416102,0.41888,0.752143,0.080636,0.1,0.1,0.11,0.13,0.13,0.14,0.15,0.17,0.18,0.21,0.3,0.91,2.01,3.33,5.83,3.195,1.936645,1.772491,0.17,11.468204,0.04,6.92,0.1,0.64994,0.17,0.11,0.14,0.17,0.78,0.98,1.19,1.82,2.47,3.08,3.78,4.175,4.69,5.79,6.225,6.6,2.878882,1.322707,1.152012,1.327132,0.778517,0.088041,0.039441,0.026743,0.021963,0.015372,0.009602,0.007833,0.007518,0.004949,6897.610635,0.266588,12433,22359,28126,34817,35679,36233,37253,38451,39536,41277,42294,42857,43744,44458,45877,4.677511,3983,49139,34805.99794,37354,1,-1.481788,86097452.21,9278.871279,5596,13466,20237,28865,32636,34842,36266,37354,38656,39948,41025,42281,43458,44193,45670,6615
184.2352871,2,2,0.531479,0.468521,0.362198,0.788768,0.159461,0.1,0.11,0.12,0.15,0.16,0.18,0.24,0.7,0.8,1.22,1.44,1.7,2.52,3.06,4.08,1.77,1.716367,1.042704,1.28,4.335655,0.55,5.46,0.1,0.954712,0.7,0.12,0.19,0.67,0.82,1.03,1.24,1.55,1.9,2.3,2.64,2.8,3.02,3.5,4.03,4.825,1.366238,1.379296,0.995481,0.990983,0.467045,0.223725,0.109784,0.067905,0.05995,0.038803,0.01893,0.007927,0.004518,0.001414,8508.193704,0.317671,10411,19525,24864,31134,33397,35193,37453,38816,40050,41270,41707,42074,43147,44101,45819,3.365244,5046,51935,32991.50837,37013,11,-1.123516,109839753.1,10480.44623,3704,10321,16119,24191,27311,29831,34256,37013,38758,40239,41005,41612,42709,43689,45519,8310
101.4121185,2,2,0.473593,0.526407,0.306547,0.224605,0.245038,0.1,0.14,0.32,0.61,0.65,0.67,0.7,0.72,0.75,0.79,0.82,0.86,1.15,1.56,2.1,0.31,0.936317,0.482318,0.17,7.13018,0.09,2.8,0.1,0.761602,0.72,0.16,0.52,0.62,0.68,0.7,0.71,0.74,0.77,0.82,0.9,1.01,1.2,1.7,1.96,2.31,1.428475,0.84556,0.367335,0.134935,0.108816,0.121099,0.603009,0.07121,0.035848,0.022867,0.021139,0.01207,0.003215,0.000698,5079.452092,0.197952,17076,29180,34132,37271,38172,38986,40497,41514,42085,42500,42696,42896,43386,43812,44814,9.124161,2077,50093,38095.18276,41000,45,-2.410239,56866957.94,7541.018362,7316,20251,29084,35673,36901,37894,39513,41000,41831,42344,42560,42782,43298,43725,44690,4524
159.2192505,2,2,0.538243,0.461757,0.369145,0.510787,0.14408,0.11,0.14,0.23,0.54,0.61,0.65,0.69,0.73,0.78,0.84,0.89,0.98,2.04,2.86,4.3,1.8,1.599486,0.867039,0.28,9.830867,0.14,5.95,0.1,0.942869,0.73,0.17,0.51,0.62,0.7,0.72,0.75,0.81,0.92,1.41,2.19,2.52,2.84,3.63,4.31,5.095,2.495622,1.247924,0.817504,0.668313,0.377375,0.471074,0.039385,0.038652,0.030896,0.02016,0.010964,0.007074,0.003992,0.000404,6789.269924,0.257502,13151,23882,30688,36886,37815,38470,39525,40380,41141,41826,42151,42460,43211,43724,44675,5.746228,2543,49253,36104.90569,39721,8,-1.857024,86435953.31,9297.09381,4136,13653,21172,31660,35455,37035,38609,39721,40629,41456,41843,42213,43029,43589,44551,4336
230.4175267,3,3,0.603871,0.396129,0.44238,0.886791,0.141573,0.11,0.19,0.47,0.61,0.64,0.66,0.69,0.73,0.78,0.86,0.98,1.62,3.01,4.32,6.29,3.29,2.355514,1.046825,0.34,8.498365,0.12,8.08,0.1,1.229752,0.73,0.32,0.59,0.65,0.71,0.75,0.79,1.02,2.12,2.81,3.55,4.04,4.64,5.69,6.36,7.17,2.388591,1.780316,1.287336,1.657233,0.722448,0.082118,0.060268,0.050727,0.028707,0.018187,0.01808,0.012054,0.006091,0.001299,8523.516164,0.309395,10999,21061,27604,36654,37784,38513,39645,40745,41601,42278,42585,42915,43679,44184,44938,4.130528,3113,48281,34954.8666,39609,2,-1.484394,116961107.2,10814.85586,2548,9998,16677,26338,30914,35827,38324,39609,40859,41814,42214,42589,43445,44044,44822,4801
58.32827464,1,1,0.214542,0.785458,0.115365,0.117182,0.094731,0.1,0.1,0.11,0.12,0.13,0.14,0.16,0.18,0.22,0.26,0.29,0.33,0.45,0.58,0.89,0.29,0.354125,0.683505,0.16,9.854638,0.06,1.6,0.1,0.242097,0.18,0.1,0.11,0.13,0.16,0.17,0.19,0.23,0.28,0.34,0.42,0.46,0.52,0.72,0.86,1.04,2.28044,0.293245,0.165475,0.027382,0.689037,0.180745,0.073305,0.02665,0.016906,0.010325,0.002259,0.000194,0,0.000581,2135.100558,0.080889,34184,37308,38497,39646,40093,40469,41160,41819,42415,42955,43248,43553,44446,45178,46328,33.253805,1600,48821,41249.20888,41655,2989,-3.889391,11132897.36,3336.599671,29443,36864,38210,39459,39887,40293,40989,41655,42289,42846,43146,43451,44344,45073,46267,3155
73.38741599,1,1,0.210514,0.789486,0.112921,0.1869,0.104917,0.1,0.1,0.11,0.12,0.13,0.14,0.15,0.18,0.21,0.26,0.3,0.37,0.67,0.9,1.43,0.62,0.520503,0.956532,0.17,9.514353,0.06,1.89,0.1,0.287801,0.18,0.1,0.11,0.13,0.17,0.19,0.21,0.28,0.39,0.57,0.73,0.81,0.925,1.26,1.46,1.63,2.480407,0.398264,0.275291,0.075785,0.71664,0.121964,0.052842,0.047038,0.023485,0.014011,0.009141,0.009875,0.004137,0.000801,2575.316714,0.105029,29479,36885,38450,39917,40390,40807,41580,42287,42892,43456,43694,43957,44672,45283,46449,27.618124,1680,48690,41243.42914,42067,450,-4.02844,18764094.11,4331.754161,20557,35412,37908,39593,40124,40549,41353,42067,42721,43334,43600,43864,44574,45186,46372,3304
56.44214038,1,1,0.18797,0.81203,0.099471,0.104822,0.051897,0.1,0.1,0.1,0.11,0.12,0.12,0.13,0.15,0.17,0.19,0.21,0.23,0.31,0.42,1.55,0.255,0.458597,1.064554,0.09,36.29514,0.04,2.16,0.1,0.206907,0.15,0.1,0.1,0.11,0.13,0.14,0.15,0.18,0.21,0.26,0.33,0.395,0.54,1.46,1.78,2.02,5.378828,0.302203,0.220264,0.048516,0.894938,0.068465,0.011037,0.003485,0.004896,0.003485,0.003485,0.0039,0.004564,0.001577,2243.686382,0.082444,34433,38126,39330,40881,41437,41876,42646,43387,43974,44406,44593,44814,45352,45846,47006,37.464176,1548,49865,42466.78606,43202,1297,-4.313719,12257896.4,3501.127875,31302,37699,38984,40611,41194,41655,42451,43202,43866,44329,44536,44751,45286,45770,46933,3156
2.341106062,2,2,0.472664,0.527336,0.305704,0.054286,0.031889,0.1,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.13,0.14,0.15,0.15,0.18,0.22,1.07,0.06,0.31945,0.92994,0.04,43.853794,0.02,1.86,0.1,0.156125,0.13,0.1,0.1,0.11,0.12,0.12,0.12,0.13,0.14,0.15,0.17,0.18,0.24,0.99,1.16,1.395,6.182547,0.2132,0.145187,0.021079,0.963044,0.011888,0.001772,0.00336,0.006276,0.007162,0.004578,0.001514,0.000222,0.000148,2240.470607,0.100515,29930,33742,34487,35347,35680,35969,36497,36982,37508,38225,38784,39496,41456,43110,44238,24.796978,1434,47022,36965.48549,36840,823,-2.983544,13805689.84,3715.600871,21313,33429,34276,35178,35528,35816,36345,36840,37342,37980,38464,39145,41018,42871,44159,3104
115.2494978,2,2,0.581728,0.418272,0.416396,0.582205,0.108307,0.1,0.1,0.11,0.12,0.13,0.13,0.15,0.16,0.19,0.25,0.34,0.91,1.92,2.34,3.1,1.665,1.261031,1.432583,0.21,5.492793,0.05,4.16,0.1,0.539725,0.16,0.11,0.13,0.15,0.28,0.695,1.19,1.58,1.825,2.03,2.24,2.36,2.51,2.88,3.21,3.63,1.903918,0.942943,0.7732,0.597839,0.778132,0.021952,0.027069,0.046504,0.05344,0.038535,0.019938,0.009424,0.004558,0.000447,7485.26421,0.27454,12583,22796,28735,35213,36310,37262,39100,40793,42298,42940,43189,43483,44224,44868,45884,4.55015,4060,50221,35768.85554,39150,73,-1.498186,96431719.03,9819.965328,5110,13258,20068,29125,32730,35084,37205,39150,41094,42554,42901,43209,43996,44651,45732,6879
32.62502332,2,2,0.459462,0.540538,0.293891,0.407221,0.086341,0.1,0.11,0.12,0.13,0.14,0.14,0.16,0.19,0.42,0.72,0.74,0.76,1.17,1.68,2.35,0.86,0.928446,1.056883,0.6,7.057564,0.08,4.68,0.1,0.495443,0.19,0.11,0.13,0.16,0.52,0.69,0.71,0.74,0.78,0.93,1.37,1.55,1.735,2.145,2.375,2.82,1.888988,0.720866,0.523626,0.274184,0.614141,0.273249,0.045311,0.035352,0.023152,0.007459,0.000948,0.000129,0.000086,0.000172,4513.394866,0.196097,15326,27444,33279,35310,35815,36313,37279,38092,38777,39582,40073,40621,41891,42713,44938,8.721326,2261,50454,35880.43725,37660,2,-2.282743,49505807.42,7036.036343,8275,18821,27394,34398,35160,35698,36686,37660,38401,39210,39689,40251,41653,42478,44655,4258
18.45377416,2,2,0.492383,0.507617,0.32391,0.301134,0.163848,0.1,0.14,0.38,0.61,0.64,0.66,0.69,0.71,0.73,0.77,0.8,0.88,1.42,1.84,2.69,0.71,1.105346,0.596011,0.16,10.210968,0.08,4.44,0.1,0.811101,0.71,0.17,0.54,0.63,0.67,0.69,0.7,0.72,0.76,0.84,1.22,1.4,1.6,2.09,2.52,3.39,2.197234,0.944238,0.483425,0.2337,0.144996,0.676648,0.075645,0.052529,0.027634,0.012661,0.005584,0.002881,0.000925,0.000498,5524.540762,0.224772,14156,25483,32087,35933,36686,37275,38237,39001,39709,40430,40860,41316,42380,43150,44957,7.021042,2361,51381,35906.08955,38501,57,-2.065046,65135876.37,8070.680044,6468,16110,23959,33772,35416,36321,37569,38501,39295,40073,40490,40997,42141,42936,44688,4174
109.8583015,2,2,0.522015,0.477985,0.352644,0.269025,0.218493,0.11,0.15,0.32,0.53,0.56,0.59,0.64,0.68,0.71,0.77,0.81,0.88,1.27,1.7,2.16,0.57,0.964728,0.546849,0.25,6.457188,0.12,3.06,0.1,0.746739,0.68,0.17,0.47,0.54,0.62,0.64,0.67,0.71,0.76,0.84,1.03,1.21,1.41,1.84,2.05,2.435,1.584825,0.851101,0.408354,0.166753,0.12128,0.430567,0.292165,0.057858,0.03545,0.03134,0.021944,0.006707,0.002596,0.000093,5542.431845,0.213902,15936,27358,33131,37069,38116,38854,40055,40962,41734,42384,42662,42943,43529,43993,44911,7.842424,2453,48635,37542.89,40393,79,-2.202221,64489044.01,8030.507083,6151,18453,26530,34770,36455,37664,39231,40393,41322,42113,42446,42754,43416,43877,44797,4546
217.7519287,3,3,0.702248,0.297752,0.57876,0.72338,0.151263,0.11,0.17,0.34,0.48,0.53,0.58,0.67,0.78,0.91,1.13,1.43,1.73,2.55,3.27,4.67,2.02,1.875071,0.866776,0.9,6.981045,0.31,6.95,0.1,1.136149,0.78,0.24,0.47,0.58,0.74,0.83,0.92,1.22,1.7,2.13,2.6,2.85,3.16,3.92,4.63,5.93,1.906163,1.503542,0.984786,0.969803,0.506003,0.250503,0.101802,0.065024,0.038366,0.020708,0.01065,0.003938,0.002202,0.000805,8208.353521,0.30464,11261,21294,27217,33217,34978,36319,38489,40265,41464,42174,42464,42740,43412,43996,45024,4.030889,4396,49563,34291.35754,38304,0,-1.364394,109129496.4,10446.50642,2890,10657,17339,26739,29932,32409,35827,38304,40326,41660,42083,42448,43193,43792,44850,7486
203.2488012,3,3,0.617976,0.382024,0.459701,0.422863,0.100232,0.1,0.12,0.13,0.18,0.21,0.24,0.31,0.38,0.47,0.58,0.66,0.76,1.46,1.9,3.51,1.35,1.200559,1.088291,0.45,13.746027,0.2,5.03,0.1,0.594144,0.38,0.12,0.19,0.27,0.4,0.46,0.52,0.67,0.88,1.34,1.66,1.81,1.99,2.74,4.03,4.66,2.868529,0.878123,0.646601,0.418093,0.70712,0.14938,0.058712,0.047958,0.018227,0.005998,0.002835,0.003093,0.004639,0.002015,5837.061006,0.226722,14982,26269,32677,36976,37999,38715,39673,40558,41380,42096,42403,42746,43555,44233,45412,7.196748,2546,48692,37096.46937,39943,3,-2.101903,70737776.1,8410.575254,5614,16755,24959,34484,36317,37450,38967,39943,40899,41749,42144,42509,43357,44061,45258,4404
121.5225687,2,2,0.555847,0.444153,0.387714,0.643593,0.111492,0.1,0.11,0.13,0.17,0.2,0.22,0.28,0.35,0.43,0.53,0.64,0.86,1.97,3.24,4.54,2.92,1.675767,1.351604,0.44,8.858263,0.18,5.65,0.1,0.71878,0.35,0.12,0.2,0.28,0.43,0.51,0.63,1.14,1.71,2.35,3.15,3.43,3.76,4.36,4.66,4.96,2.507685,1.208499,0.971506,0.943825,0.754421,0.0846,0.048833,0.030005,0.020417,0.018679,0.0154,0.017685,0.009141,0.000795,7115.566357,0.267691,12273,22657,29343,35915,37297,38075,39132,40033,40810,41478,41748,42034,42871,43623,44711,5.066187,2688,51164,35431.60204,39260,10,-1.70065,89959941.89,9484.721498,4860,12825,19720,29871,33947,35908,38139,39260,40240,41108,41473,41796,42634,43418,44583,4451
242.1239377,1,1,0.345012,0.654988,0.202143,0.846412,0.143372,0.1,0.11,0.11,0.13,0.15,0.16,0.21,0.3,0.45,1.16,1.41,1.65,2.5,3.26,4.24,1.87,1.751925,1.206268,1.26,4.656009,0.18,5.49,0.1,0.872777,0.3,0.11,0.18,0.33,1.06,1.27,1.42,1.71,2.05,2.43,2.92,3.14,3.34,3.795,4.27,4.835,1.551256,1.367528,1.052803,1.108394,0.641628,0.06072,0.107543,0.069485,0.040056,0.03497,0.028067,0.009673,0.007176,0.000681,9268.033236,0.343141,9656,18447,23930,30885,33557,35293,37833,39278,40563,41555,41952,42454,43609,44170,45095,3.019959,5374,48477,32562.44162,37211,0,-1.036119,124847277.9,11173.50786,2757,9058,14460,22378,25619,28521,33906,37211,39062,40652,41300,41830,43174,43944,44921,8395
132.3773026,4,3,0.869174,0.130826,0.971637,0.798511,0.214786,0.12,0.27,0.5,0.62,0.65,0.69,0.77,0.95,1.34,1.76,1.97,2.19,2.78,3.32,4.33,1.75,1.961096,0.714066,1.32,3.877329,0.43,6,0.1,1.367235,0.95,0.37,0.6,0.67,0.86,1.05,1.3,1.68,2,2.3,2.62,2.8,3.005,3.62,4.12,4.89,1.157165,1.680025,0.976296,0.953154,0.298942,0.287061,0.140441,0.12272,0.079893,0.038721,0.019943,0.00886,0.00298,0.000429,8703.152814,0.358728,8535,16408,21521,27683,29743,31336,33666,35318,36678,38055,38824,39585,41325,42681,45017,2.784774,6085,51047,29476.98686,32830,2,-0.848824,111814183.4,10574.22259,2813,7908,12485,19837,22840,25527,29830,32830,34917,36623,37445,38392,40467,41979,44340,9081
287.3438561,4,3,0.903034,0.096966,1.114717,0.745154,0.175195,0.12,0.26,0.47,0.58,0.62,0.65,0.71,0.8,1.01,1.42,1.67,1.94,2.61,3.2,4.69,1.9,1.910463,0.787944,1.05,6.472836,0.29,6.57,0.1,1.233509,0.8,0.34,0.56,0.63,0.75,0.84,1,1.41,1.8,2.15,2.53,2.74,2.98,3.75,4.53,5.86,1.743049,1.570415,0.971936,0.944659,0.44672,0.247773,0.12524,0.088891,0.048268,0.023012,0.0096,0.004391,0.004622,0.001473,8269.44055,0.326631,9589,18471,24179,30105,31881,33221,35269,36962,38439,39718,40375,41024,42202,43181,45061,3.259621,5511,49830,31567.35313,34848,6,-1.062394,106314248.4,10310.8801,3822,9277,14732,23146,26267,28803,32444,34848,36787,38554,39337,40160,41758,42721,44735,8494
93.52039692,3,3,0.653427,0.346573,0.506226,0.590785,0.164996,0.11,0.17,0.37,0.55,0.58,0.59,0.63,0.66,0.7,0.8,0.97,1.34,2.24,2.9,3.98,1.88,1.598922,0.847485,0.39,6.933594,0.12,5.41,0.1,0.976129,0.66,0.22,0.53,0.58,0.63,0.65,0.68,0.79,1.31,1.84,2.29,2.53,2.8,3.475,3.93,4.6,2.037715,1.279523,0.827255,0.684351,0.434334,0.345483,0.060816,0.05834,0.041894,0.02786,0.016526,0.010446,0.003572,0.000714,6685.438831,0.26948,11491,21910,28272,33837,34819,35492,36702,37700,38490,39279,39712,40194,41341,42100,43705,5.076012,2934,48279,33575.4802,36835,1,-1.666787,81865162.52,9047.936921,4373,11875,18757,28816,32139,33850,35544,36835,37899,38783,39244,39751,41035,41845,43467,4893
193.1794651,2,2,0.553122,0.446878,0.384792,0.459072,0.095205,0.1,0.11,0.13,0.17,0.2,0.23,0.3,0.4,0.53,0.76,0.92,1.09,1.48,1.76,2.58,1.04,1.117696,0.95091,0.72,9.943524,0.25,5.71,0.1,0.634102,0.4,0.12,0.19,0.27,0.45,0.55,0.66,0.9,1.11,1.31,1.5,1.59,1.72,2.14,2.66,4.63,2.051224,0.875022,0.602975,0.363578,0.666421,0.17025,0.11557,0.032976,0.007862,0.003002,0.001654,0.000967,0.000636,0.000636,5625.660934,0.214518,15859,27212,32514,37034,38165,38932,40031,40989,41816,42424,42684,42953,43611,44159,45235,7.530027,2476,47423,37526.82904,40374,11,-2.136975,64805251.35,8050.170889,6604,18458,26571,34406,36391,37627,39255,40374,41367,42171,42475,42776,43451,44025,45116,4519
327.3393928,2,2,0.561363,0.438637,0.393684,0.969242,0.132579,0.1,0.12,0.13,0.18,0.2,0.23,0.3,0.39,0.54,1.2,1.48,1.81,2.93,3.97,5.36,2.57,2.127328,1.230752,1.28,5.684831,0.24,7.09,0.1,1.026729,0.39,0.13,0.24,0.38,0.98,1.3,1.5,1.92,2.39,2.93,3.58,3.87,4.18,4.96,5.42,6.1,1.797276,1.628183,1.263649,1.596808,0.651703,0.101109,0.090289,0.054608,0.035197,0.029721,0.019142,0.013746,0.00392,0.000537,9209.16515,0.333722,9965,18782,24465,31376,33983,36012,38668,40202,41267,41955,42252,42599,43438,44027,45115,3.029007,4729,49047,33165.421,38151,9,-1.066602,122501029.5,11068.01832,4017,9662,15092,23102,26290,29309,34527,38151,40067,41368,41806,42183,43141,43786,44913,8269
340.2659817,2,2,0.497272,0.502728,0.328534,1.179154,0.197102,0.1,0.11,0.13,0.17,0.21,0.25,0.4,1.1,1.55,2.05,2.36,2.71,3.6,4.17,5.49,2.03,2.4513,0.973485,2.15,3.200024,0.93,6.99,0.1,1.458036,1.1,0.14,0.37,1.05,1.57,1.77,1.97,2.37,2.79,3.24,3.61,3.8,4.01,4.785,5.35,6.255,0.985427,2.034821,1.419376,2.014629,0.452321,0.130588,0.134756,0.099918,0.075553,0.061019,0.023688,0.013714,0.006305,0.002102,9670.034329,0.403675,8012,14947,19613,25362,27452,29317,32425,35228,37834,39605,40461,41205,42287,43157,44801,2.269491,8813,49097,28374.1235,30376,5,-0.545339,131192146.8,11453.91404,1725,6996,10940,17336,20088,22519,26692,30376,33813,37081,38452,39702,41751,42633,44407,13009
